title,artist,link
View from a Window,Sylvia Mackiewicz,https://collections.ed.ac.uk/art/record/21453?highlight=*:*
Collection of Botanical Illustration Days in One,Sylvia Mackiewicz,https://collections.ed.ac.uk/art/record/21560?highlight=*:*
___ in Rosyth the Leaf Skeletons Lay on the Pitch,Sylvia Mackiewicz,https://collections.ed.ac.uk/art/record/21559?highlight=*:*
Unknown (1949),T A Suter Watt,https://collections.ed.ac.uk/art/record/50456?highlight=*:*
Train Station,T Honeyman,https://collections.ed.ac.uk/art/record/21463?highlight=*:*
Untitled (Unknown),T. Watson,https://collections.ed.ac.uk/art/record/21799?highlight=*:*
Momen (2005),Tadas Gindrenas,https://collections.ed.ac.uk/art/record/99901?highlight=*:*
Edinburgh College of Art Main Building,Takahiro Iwasaki,https://collections.ed.ac.uk/art/record/53473?highlight=*:*
Man in Uniform,Tennant,https://collections.ed.ac.uk/art/record/21481?highlight=*:*
The Stone of Orkney (2012),Teruo Isomi,https://collections.ed.ac.uk/art/record/21366?highlight=*:*
Looking for women (2017),Tessa Lynch,https://collections.ed.ac.uk/art/record/102738?highlight=*:*
"Couplings, Paper bags (2017)",Tessa Lynch,https://collections.ed.ac.uk/art/record/102737?highlight=*:*
"Couplings, Escalator for sale (2017)",Tessa Lynch,https://collections.ed.ac.uk/art/record/102736?highlight=*:*
Seaside Landscape (1953),Thelma M Macdonald,https://collections.ed.ac.uk/art/record/21011?highlight=*:*
Inner Landscape (2006),Thipel,https://collections.ed.ac.uk/art/record/99990?highlight=*:*
Unknown (1949),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50560?highlight=*:*
Unknown (1950),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50562?highlight=*:*
Unknown (1950),Thomas Clapperton,https://collections.ed.ac.uk/art/record/50561?highlight=*:*
Untitled - Holyrood Palace (1978-1979),Thomas F. C. Denny,https://collections.ed.ac.uk/art/record/99413?highlight=*:*
Portrait of a Woman's Head (1949),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/20781?highlight=*:*
Portrait of a Woman (1948),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/20800?highlight=*:*
Portrait Study (1950),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/22703?highlight=*:*
Unknown (1947),Thomas M. B. Watt,https://collections.ed.ac.uk/art/record/50575?highlight=*:*
Grey Still Life (1948),Thomas M. B. Watt,https://collections.ed.ac.uk/art/record/22653?highlight=*:*
Reclining Woman (1950),Thomas Murray,https://collections.ed.ac.uk/art/record/21072?highlight=*:*
Portrait of Man in a Cap (1950),Thomas Murray,https://collections.ed.ac.uk/art/record/21073?highlight=*:*
Standing Male Nude (1930-1931),Thomas Pow,https://collections.ed.ac.uk/art/record/21126?highlight=*:*
Standing Male Nude (1960),Thomas T Robertson,https://collections.ed.ac.uk/art/record/20806?highlight=*:*
Seated Male Nude (1960),Thomas T Robertson,https://collections.ed.ac.uk/art/record/20807?highlight=*:*
Portrait of a Woman (1954),Thomas T Robertson,https://collections.ed.ac.uk/art/record/21206?highlight=*:*
Portrait of a Woman's Head (1948),Thomson,https://collections.ed.ac.uk/art/record/20842?highlight=*:*
Portrait of a Young Man (1960),Thora Clyne,https://collections.ed.ac.uk/art/record/20985?highlight=*:*
Unknown (1960),Thora Clyne,https://collections.ed.ac.uk/art/record/50558?highlight=*:*
Still Life - Tomatoes (1960),Thora Clyne,https://collections.ed.ac.uk/art/record/22719?highlight=*:*
Still Life - Fish (1961),Thora Clyne,https://collections.ed.ac.uk/art/record/22640?highlight=*:*
North State (2013),Tiina Lilja,https://collections.ed.ac.uk/art/record/47438?highlight=*:*
Made in Finland (2013),Tiina Lilja,https://collections.ed.ac.uk/art/record/47439?highlight=*:*
Car Crash,Tim Stott,https://collections.ed.ac.uk/art/record/93373?highlight=*:*
9 European Cafes: no 5: La Couple (Circa 1977),Timothy Morrison,https://collections.ed.ac.uk/art/record/22618?highlight=*:*
Untitled - Portrait of A Woman (1982),Tina-Marja Leppanen-Ritchie,https://collections.ed.ac.uk/art/record/99434?highlight=*:*
Food Print (2006),Tomoko Kawanaka,https://collections.ed.ac.uk/art/record/99862?highlight=*:*
Landscape with Rocks and Trees (1953-1954),Trevor Stubley,https://collections.ed.ac.uk/art/record/20797?highlight=*:*
Italian Cityscape (1953-1954),Trevor Stubley,https://collections.ed.ac.uk/art/record/20798?highlight=*:*
Men Bathing (1953-1954),Trevor Stubley,https://collections.ed.ac.uk/art/record/20796?highlight=*:*
Men in a Rugby Changing Room (Circa 1953),Trevor Stubley,https://collections.ed.ac.uk/art/record/21411?highlight=*:*
Landscape (Circa 1953),Trevor Stubley,https://collections.ed.ac.uk/art/record/21413?highlight=*:*
Men in a Rugby Changing Room (Circa 1953),Trevor Stubley,https://collections.ed.ac.uk/art/record/21412?highlight=*:*
Autaina/Aartaina (1993),Tulf Guanay,https://collections.ed.ac.uk/art/record/21959?highlight=*:*
Untitled (1962),Underwood,https://collections.ed.ac.uk/art/record/22502?highlight=*:*
Untitled (1962),Underwood,https://collections.ed.ac.uk/art/record/21759?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50386?highlight=*:*
Don Quixote (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21682?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53581?highlight=*:*
Idyll,Unknown,https://collections.ed.ac.uk/art/record/21200?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21916?highlight=*:*
Standing Male Nude (1952),Unknown,https://collections.ed.ac.uk/art/record/21216?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53509?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21870?highlight=*:*
Standing Male Nude (1952),Unknown,https://collections.ed.ac.uk/art/record/21222?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21862?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21853?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21952?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21966?highlight=*:*
Untitled (Mar 1997),Unknown,https://collections.ed.ac.uk/art/record/21928?highlight=*:*
Beginning (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21926?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21925?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99825?highlight=*:*
Untitled (1980),Unknown,https://collections.ed.ac.uk/art/record/99823?highlight=*:*
Untitled (1980),Unknown,https://collections.ed.ac.uk/art/record/99824?highlight=*:*
Four way / Exchange Portfolio (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99854?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/22000?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21998?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21999?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21994?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21992?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21991?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21988?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21978?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21982?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21984?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21970?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99908?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/22022?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99918?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99919?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99945?highlight=*:*
Cantoria (front),Unknown,https://collections.ed.ac.uk/art/record/20579?highlight=*:*
Cantoria (right panel),Unknown,https://collections.ed.ac.uk/art/record/20580?highlight=*:*
Bust of Apollo Belvedere,Unknown,https://collections.ed.ac.uk/art/record/20581?highlight=*:*
Head of a Companion of Odysseus,Unknown,https://collections.ed.ac.uk/art/record/20583?highlight=*:*
Silenus and the Infant Dionysos,Unknown,https://collections.ed.ac.uk/art/record/20586?highlight=*:*
Cantoria (left panel),Unknown,https://collections.ed.ac.uk/art/record/20578?highlight=*:*
"Head of a Young Girl, 1465",Unknown,https://collections.ed.ac.uk/art/record/20570?highlight=*:*
Virgin and Child,Unknown,https://collections.ed.ac.uk/art/record/20571?highlight=*:*
Ludovisi Throne (Circa 1912),Unknown,https://collections.ed.ac.uk/art/record/20575?highlight=*:*
The Dead Christ (1831),Unknown,https://collections.ed.ac.uk/art/record/20573?highlight=*:*
Idolino,Unknown,https://collections.ed.ac.uk/art/record/20576?highlight=*:*
"Tomb of Ferry de Gros, Lord of Dyeghem Nieunland",Unknown,https://collections.ed.ac.uk/art/record/20567?highlight=*:*
Ecorche of Houdon,Unknown,https://collections.ed.ac.uk/art/record/20602?highlight=*:*
"Male Nude, possibly Hermes (with bubbly feet)",Unknown,https://collections.ed.ac.uk/art/record/20603?highlight=*:*
Dying Gaul (1822),Unknown,https://collections.ed.ac.uk/art/record/20597?highlight=*:*
Venus Marina,Unknown,https://collections.ed.ac.uk/art/record/20594?highlight=*:*
Lorenzo de' Medici (Pre 1837),Unknown,https://collections.ed.ac.uk/art/record/20595?highlight=*:*
"Venus de Milo, 130-10 BC",Unknown,https://collections.ed.ac.uk/art/record/20592?highlight=*:*
St. George (Pre 1837),Unknown,https://collections.ed.ac.uk/art/record/20590?highlight=*:*
Discobolus (without head),Unknown,https://collections.ed.ac.uk/art/record/20591?highlight=*:*
Discophoros,Unknown,https://collections.ed.ac.uk/art/record/20589?highlight=*:*
Apollo Sauroktonos,Unknown,https://collections.ed.ac.uk/art/record/20588?highlight=*:*
"Funerary Statue of Marcellus, nephew of Augustus",Unknown,https://collections.ed.ac.uk/art/record/20587?highlight=*:*
Virgin and Child (Tondo),Unknown,https://collections.ed.ac.uk/art/record/20544?highlight=*:*
Angel with Candelabrum (facing left),Unknown,https://collections.ed.ac.uk/art/record/20543?highlight=*:*
Small black figure with long wavy hair,Unknown,https://collections.ed.ac.uk/art/record/20546?highlight=*:*
Angel with hand raised in blessing,Unknown,https://collections.ed.ac.uk/art/record/20545?highlight=*:*
Putti with Candelabrum (right group),Unknown,https://collections.ed.ac.uk/art/record/20538?highlight=*:*
Inscription Panel from Trajan's Column (right side),Unknown,https://collections.ed.ac.uk/art/record/20537?highlight=*:*
Putto with a fish,Unknown,https://collections.ed.ac.uk/art/record/20540?highlight=*:*
Putti with Candelabra (left group),Unknown,https://collections.ed.ac.uk/art/record/20539?highlight=*:*
Angel with Candelabrum (facing right),Unknown,https://collections.ed.ac.uk/art/record/20542?highlight=*:*
Architectural Frieze with Lion's Head,Unknown,https://collections.ed.ac.uk/art/record/20535?highlight=*:*
Agriculture,Unknown,https://collections.ed.ac.uk/art/record/20534?highlight=*:*
The Three Tyches,Unknown,https://collections.ed.ac.uk/art/record/20533?highlight=*:*
Inscription Panel from Trajan's Column (Left side),Unknown,https://collections.ed.ac.uk/art/record/20536?highlight=*:*
Isabella of Aragon (broken) (Post 1912),Unknown,https://collections.ed.ac.uk/art/record/20532?highlight=*:*
Fragment of ornament (arch springing),Unknown,https://collections.ed.ac.uk/art/record/20566?highlight=*:*
Fragment of ornament (spandrel shape),Unknown,https://collections.ed.ac.uk/art/record/20565?highlight=*:*
Portrait Bust (Antique),Unknown,https://collections.ed.ac.uk/art/record/20562?highlight=*:*
Fragment of ornament (right angle with foliage),Unknown,https://collections.ed.ac.uk/art/record/20564?highlight=*:*
Fragment of foliated frieze (mediaeval),Unknown,https://collections.ed.ac.uk/art/record/20558?highlight=*:*
"Corbel from Trinity College Church, Edinburgh",Unknown,https://collections.ed.ac.uk/art/record/20557?highlight=*:*
"Acanthus Scrolls, Temple of Venus Genetrix, Rome",Unknown,https://collections.ed.ac.uk/art/record/20560?highlight=*:*
Altarpiece of the Coronation of the Virgin,Unknown,https://collections.ed.ac.uk/art/record/20563?highlight=*:*
Virgin and Child (statuette head of child missing),Unknown,https://collections.ed.ac.uk/art/record/20559?highlight=*:*
Bust of an African,Unknown,https://collections.ed.ac.uk/art/record/20556?highlight=*:*
"Armorial panel from left tower of Mar's Wark, Stirling (Pre 1893)",Unknown,https://collections.ed.ac.uk/art/record/20555?highlight=*:*
Chimneypiece from a house in Le Mans,Unknown,https://collections.ed.ac.uk/art/record/20553?highlight=*:*
"Architrave and lintel from Collegiate Church of St Gertrude, Nivelles, Belgium (Anglo-Saxon)",Unknown,https://collections.ed.ac.uk/art/record/20552?highlight=*:*
Angel of Lude,Unknown,https://collections.ed.ac.uk/art/record/20551?highlight=*:*
St James the Greater,Unknown,https://collections.ed.ac.uk/art/record/20548?highlight=*:*
Gem cabinet 3 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20617?highlight=*:*
Gem cabinet 4 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20618?highlight=*:*
Bust of Queen Nefertiti (White),Unknown,https://collections.ed.ac.uk/art/record/20622?highlight=*:*
Gem cabinet 5 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20619?highlight=*:*
Gem cabinet 6 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20620?highlight=*:*
Portrait miniatures in a frame,Unknown,https://collections.ed.ac.uk/art/record/20623?highlight=*:*
Venus de' Medici,Unknown,https://collections.ed.ac.uk/art/record/20607?highlight=*:*
Angel Playing Pipes,Unknown,https://collections.ed.ac.uk/art/record/20608?highlight=*:*
Angel playing a pipe,Unknown,https://collections.ed.ac.uk/art/record/20609?highlight=*:*
Mourner No. 54 from the Tomb of John the fearless (Pre 1895),Unknown,https://collections.ed.ac.uk/art/record/20610?highlight=*:*
Gem cabinet 1 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20615?highlight=*:*
Small armorial panel,Unknown,https://collections.ed.ac.uk/art/record/20613?highlight=*:*
Small relief of a lady in a wimple,Unknown,https://collections.ed.ac.uk/art/record/20612?highlight=*:*
One mould and five wax portrait miniatures (Post 1860),Unknown,https://collections.ed.ac.uk/art/record/20614?highlight=*:*
Gem cabinet 2 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20616?highlight=*:*
Replica cast (white) of of GE33,Unknown,https://collections.ed.ac.uk/art/record/20652?highlight=*:*
Replica cast (white) of Partheonon slab GE31,Unknown,https://collections.ed.ac.uk/art/record/20655?highlight=*:*
Seated Female Nude (1960s),Unknown,https://collections.ed.ac.uk/art/record/21283?highlight=*:*
Portrait of a Man (1968),Unknown,https://collections.ed.ac.uk/art/record/21271?highlight=*:*
Portrait of a Man (1956),Unknown,https://collections.ed.ac.uk/art/record/21258?highlight=*:*
Portrait of a Woman (1957),Unknown,https://collections.ed.ac.uk/art/record/21257?highlight=*:*
Portrait of a Man (1957),Unknown,https://collections.ed.ac.uk/art/record/21250?highlight=*:*
Portrait (1956),Unknown,https://collections.ed.ac.uk/art/record/21256?highlight=*:*
Abstract,Unknown,https://collections.ed.ac.uk/art/record/21527?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21546?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21566?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21621?highlight=*:*
Part of petticoat,Unknown,https://collections.ed.ac.uk/art/record/100004?highlight=*:*
Ayrshire Christening robe,Unknown,https://collections.ed.ac.uk/art/record/100006?highlight=*:*
Chinese damask robe (19th Century),Unknown,https://collections.ed.ac.uk/art/record/100005?highlight=*:*
Chair seat (1700?-1850?),Unknown,https://collections.ed.ac.uk/art/record/100007?highlight=*:*
Curtain (1961),Unknown,https://collections.ed.ac.uk/art/record/100008?highlight=*:*
Wall hanging (1939),Unknown,https://collections.ed.ac.uk/art/record/100009?highlight=*:*
Viennese embroidery in frame (1936),Unknown,https://collections.ed.ac.uk/art/record/100010?highlight=*:*
Two Figures in a Landscape,Unknown,https://collections.ed.ac.uk/art/record/21484?highlight=*:*
Men’s smock (19th Century),Unknown,https://collections.ed.ac.uk/art/record/100012?highlight=*:*
Jacobean fragment (Jacobean?),Unknown,https://collections.ed.ac.uk/art/record/100011?highlight=*:*
House in a Landscape,Unknown,https://collections.ed.ac.uk/art/record/21501?highlight=*:*
Cushendun (08 Apr 1968),Unknown,https://collections.ed.ac.uk/art/record/21496?highlight=*:*
Seated Male Nude,Unknown,https://collections.ed.ac.uk/art/record/21509?highlight=*:*
Printmaking and Print Collecting 1500-1700,Unknown,https://collections.ed.ac.uk/art/record/21776?highlight=*:*
Cryptogam (1991),Unknown,https://collections.ed.ac.uk/art/record/21794?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21782?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21778?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/21788?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21793?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21789?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21633?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21709?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21713?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21707?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21555?highlight=*:*
Untitled (1984),Unknown,https://collections.ed.ac.uk/art/record/21602?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21604?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21616?highlight=*:*
Georgian waistcoat (1700-1799),Unknown,https://collections.ed.ac.uk/art/record/102662?highlight=*:*
Broderie Anglais jacket,Unknown,https://collections.ed.ac.uk/art/record/102664?highlight=*:*
Pair of sleeves,Unknown,https://collections.ed.ac.uk/art/record/102676?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102679?highlight=*:*
Sampler on course slub material,Unknown,https://collections.ed.ac.uk/art/record/102665?highlight=*:*
Tapestry fragment,Unknown,https://collections.ed.ac.uk/art/record/102673?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50407?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50381?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50382?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50383?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50393?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50419?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50467?highlight=*:*
Nanduti lace collar,Unknown,https://collections.ed.ac.uk/art/record/102694?highlight=*:*
Queen Anne chair cover (1700-1750),Unknown,https://collections.ed.ac.uk/art/record/102711?highlight=*:*
Chinese spectacle case,Unknown,https://collections.ed.ac.uk/art/record/102704?highlight=*:*
Whitework baby's bonnet,Unknown,https://collections.ed.ac.uk/art/record/102708?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21807?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53503?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21903?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53542?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53553?highlight=*:*
A PHP Error was encountered Severity: Notice Message: Undefined index: dctitleen Filename: views/search_results.php Line Number: 93 (2003),Unknown,https://collections.ed.ac.uk/art/record/99930?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99922?highlight=*:*
Set of NDS slides,Unknown,https://collections.ed.ac.uk/art/record/102675?highlight=*:*
Pattern darned sample,Unknown,https://collections.ed.ac.uk/art/record/102690?highlight=*:*
Modesty vest,Unknown,https://collections.ed.ac.uk/art/record/102682?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50395?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50430?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50464?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50461?highlight=*:*
Brick coloured woven fragment,Unknown,https://collections.ed.ac.uk/art/record/102701?highlight=*:*
Untitled (1983),Unknown,https://collections.ed.ac.uk/art/record/21837?highlight=*:*
Trafalgar Square (1963),Unknown,https://collections.ed.ac.uk/art/record/21773?highlight=*:*
Grumpy Hansel (1:2) (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21823?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21820?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21683?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21711?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53512?highlight=*:*
Notes for Final Composition (23 Sep 1985),Unknown,https://collections.ed.ac.uk/art/record/53539?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21856?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21859?highlight=*:*
Thanks for Help and Support (Jun 2002),Unknown,https://collections.ed.ac.uk/art/record/21878?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21874?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99858?highlight=*:*
Grey Cover,Unknown,https://collections.ed.ac.uk/art/record/22633?highlight=*:*
Abstract in Yellow and Black (1991),Unknown,https://collections.ed.ac.uk/art/record/22630?highlight=*:*
Male Nude Leaning on a Table (verso),Unknown,https://collections.ed.ac.uk/art/record/22650?highlight=*:*
Herrings,Unknown,https://collections.ed.ac.uk/art/record/22670?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21551?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21550?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21564?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102671?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102680?highlight=*:*
19th century handkerchief (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102683?highlight=*:*
Coupar,Unknown,https://collections.ed.ac.uk/art/record/50409?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50406?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50450?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50462?highlight=*:*
Dorothy Allsop sampler (1936),Unknown,https://collections.ed.ac.uk/art/record/102697?highlight=*:*
Chinese sleeveband. waves,Unknown,https://collections.ed.ac.uk/art/record/102703?highlight=*:*
Arizona (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21813?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21821?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21675?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21627?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21710?highlight=*:*
untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21895?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21917?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53511?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21866?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21861?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53538?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21891?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21567?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21565?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21586?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21620?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21617?highlight=*:*
Italian quilting in frame,Unknown,https://collections.ed.ac.uk/art/record/102666?highlight=*:*
Queen Anne apron (1700-1799),Unknown,https://collections.ed.ac.uk/art/record/102684?highlight=*:*
Fine lawn collar (1820),Unknown,https://collections.ed.ac.uk/art/record/102681?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50397?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50463?highlight=*:*
Mexican needleweaving.donkeys (1951),Unknown,https://collections.ed.ac.uk/art/record/102691?highlight=*:*
Victorian collar (1956),Unknown,https://collections.ed.ac.uk/art/record/102699?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102727?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102726?highlight=*:*
Drawn from Nature (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21847?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53562?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21881?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53552?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53551?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21946?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99861?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99905?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99921?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99914?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99920?highlight=*:*
Green Square Abstract,Unknown,https://collections.ed.ac.uk/art/record/22625?highlight=*:*
Orange (1985),Unknown,https://collections.ed.ac.uk/art/record/21589?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21598?highlight=*:*
Garden of Eden (1987),Unknown,https://collections.ed.ac.uk/art/record/21608?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21610?highlight=*:*
Smocking diagrams and samples,Unknown,https://collections.ed.ac.uk/art/record/102667?highlight=*:*
Babies constructed bonnet (1890-1900),Unknown,https://collections.ed.ac.uk/art/record/102672?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50380?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102695?highlight=*:*
