FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
545;546;Yes;15-Nov;12;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;None - Rural Crash;Cumberland;No;01-01-07;2012-08-05;Motorist Overtaking Bicyclist;14;Non-Intersection;01-08-01;0001-01-01T09:57:58-04:56;Motorist Overtaking - Bicyclist Swerved;;2012;C: Possible Injury;Residential;0-19;17;No;41-45 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No;34.99553, -78.9653
551;552;Yes;50-59;51;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Iredell;No;01-01-07;2012-08-12;Motorist Overtaking Bicyclist;12;Non-Intersection;01-08-01;0001-01-01T07:19:58-04:56;Motorist Overtaking - Other /;;2012;B: Evident Injury;Residential;70;70;No;26-30 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Curve - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.78908, -81.0088
561;562;Yes;20-24;21;No;With Traffic;C: Possible Injury;Travel Lane;Hispanic;Male;None - Rural Crash;Franklin;No;01-01-02;2012-08-14;Motorist Overtaking Bicyclist;10;Non-Intersection;01-08-01;0001-01-01T05:32:58-04:56;Motorist Overtaking - Other /;;2012;B: Evident Injury;Residential;0-19;19;No;51-55 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;3;Straight - Grade;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.99438, -78.3697
570;571;No;;0;Missing;Not Applicable;Injury;Non-Roadway;/Missing;;Durham;Durham;No;01-01-03;2012-08-15;Non-Roadway;15;Non-Roadway;01-08-01;0001-01-01T10:26:58-04:56;Non-Roadway;;2012;O: No Injury;Commercial;30-39;34;No;0-5 mph;O: No Injury;Black;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.99324, -78.8688
574;575;No;20-24;20;No;With Traffic;C: Possible Injury;Travel Lane;Hispanic;Male;Monroe;Union;No;01-01-05;2012-08-10;Motorist Failed to Yield - Sign-Controlled Intersection;0;Intersection;01-08-01;0000-12-31T19:24:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;;2012;C: Possible Injury;Commercial;50-59;56;No;16-20 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark -  Lighting;Mixed (30% To 70% Developed);2 lanes;2;Straight - Bottom;Local Street;Wet;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Cloudy;No;34.98989, -80.5586
578;579;No;25-29;25;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Asheville;Buncombe;No;01-01-05;2012-08-10;Motorist Failed to Yield - Sign-Controlled Intersection;9;Intersection;01-08-01;0001-01-01T04:55:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;;2012;C: Possible Injury;Commercial;30-39;30;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark -  Lighting;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.56909, -82.5444
581;582;Yes;15-Nov;14;No;Facing Traffic;C: Possible Injury;Multi-use Path;White;Male;Nags Head;Dare;No;01-01-04;2012-07-26;Motorist Failed to Yield - Midblock;21;Non-Intersection;01-07-01;0001-01-01T16:57:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;;2012;C: Possible Injury;Commercial;60-69;61;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Rural;5 - 15 MPH;No Control Present;Clear;No;35.97764, -75.6355
582;583;Yes;50-59;55;No;With Traffic;O: No Injury;Travel Lane;Black;Male;Salisbury;Rowan;No;01-01-05;2012-08-17;Crossing Paths - Other Circumstances;16;Intersection-Related;01-08-01;0001-01-01T11:32:58-04:56;Crossing Paths - Intersection - Other /;;2012;O: No Injury;Residential;50-59;53;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Rain;No;35.67276, -80.4719
662;663;Yes;30-39;37;No;Facing Traffic;A: Disabling Injury;Travel Lane;Black;Male;Goldsboro;Wayne;No;01-01-03;2008-08-20;Motorist Failed to Yield - Sign-Controlled Intersection;23;Intersection;01-08-01;0001-01-01T18:29:58-04:56;Motorist Drive Through - Sign-Controlled Intersection;112143;2008;A: Disabling Injury;Commercial;0-19;19;No;;Injury;/Missing;;Passenger Car;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
666;667;Yes;15-Nov;15;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01-01-02;2008-09-16;Motorist Failed to Yield - Midblock;10;Non-Intersection;01-09-01;0001-01-01T05:55:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;332322;2008;C: Possible Injury;Commercial;60-69;60;No;0-5 mph;O: No Injury;White;Male;Van;No;No;Daylight;Urban (>70% Developed);;2;Straight - Level;Public Vehicular Area;Wet;Two-Way, Not Divided;None;Driveway, Public;Concrete;Piedmont;Urban;5 - 15 MPH;No Control Present;Rain;No;0.0, 0.0
668;669;Yes;50-59;52;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Cleveland;No;01-01-03;2008-08-27;Motorist Overtaking Bicyclist;11;Non-Intersection;01-08-01;0001-01-01T06:55:58-04:56;Motorist Overtaking - Misjudged Space;311232;2008;B: Evident Injury;Residential;60-69;62;No;31-35 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Rural;50 - 55  MPH;Missing;Rain;No;0.0, 0.0
673;674;Yes;;;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Gaston;No;;2008-08-18;Parallel Paths - Other Circumstances;14;Non-Intersection;01-08-01;0001-01-01T09:12:58-04:56;Bicyclist Ride Out - Parallel Path;321225;2008;B: Evident Injury;Residential;30-39;33;No;36-40 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Curve - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Rural;40 - 45  MPH;No Control Present;Cloudy;No;0.0, 0.0
675;676;Yes;16-19;18;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Female;Boone;Watauga;No;01-01-04;2008-08-28;Motorist Failed to Yield - Sign-Controlled Intersection;19;Intersection;01-08-01;0001-01-01T14:48:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;132141;2008;C: Possible Injury;Commercial;20-24;21;No;;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Mountains;Urban;20 - 25  MPH;Stop Sign;Clear;No;0.0, 0.0
682;683;No;15-Nov;13;No;Not Applicable;B: Evident Injury;Non-Roadway;White;Male;None - Rural Crash;Pasquotank;No;01-01-02;2008-09-02;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01-09-01;0001-01-01T12:05:58-04:56;Bicyclist Ride Out - Other Midblock;363318;2008;B: Evident Injury;Commercial;0-19;17;No;51-55 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);4 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;0.0, 0.0
684;685;Yes;30-39;37;No;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;Black;Male;Kinston;Lenoir;No;;2008-09-22;Motorist Overtaking Bicyclist;5;Non-Intersection;01-09-01;0001-01-01T00:57:58-04:56;Motorist Overtaking - Undetected Bicyclist;321231;2008;C: Possible Injury;Commercial;;;Missing;;Injury;/Missing;;Tractor/Semi-Trailer;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);6 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Clear;No;0.0, 0.0
690;691;Yes;15-Nov;14;No;Facing Traffic;B: Evident Injury;Travel Lane;Black;Male;Fayetteville;Cumberland;No;01-01-04;2008-05-22;Loss of Control / Turning Error;17;Intersection;01-05-01;0001-01-01T12:35:58-04:56;Bicyclist Lost Control - Mechanical Problems;112121;2008;B: Evident Injury;Residential;40-49;49;No;0-5 mph;O: No Injury;Asian;Male;Pickup;No;No;Daylight;Urban (>70% Developed);8 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
694;695;Yes;15-Nov;12;No;With Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Chapel Hill;Orange;No;01-01-03;2008-09-03;Bicyclist Failed to Yield - Signalized Intersection;17;Intersection;01-09-01;0001-01-01T12:19:58-04:56;Bicyclist Failed to Clear - Trapped;131156;2008;C: Possible Injury;Commercial;20-24;22;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
699;700;Yes;25-29;25;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;01-01-05;2008-08-29;Crossing Paths - Other Circumstances;21;Intersection;01-08-01;0001-01-01T16:58:58-04:56;Crossing Paths - Uncontrolled Intersection;112160;2008;B: Evident Injury;Residential;20-24;20;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Cloudy;No;0.0, 0.0
703;704;No;25-29;26;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Durham;Durham;No;01-01-03;2008-09-24;Motorist Left Turn / Merge;20;Intersection;01-09-01;0001-01-01T15:34:58-04:56;Motorist Left Turn - Same Direction;112211;2008;B: Evident Injury;Commercial;40-49;47;No;31-35 mph;O: No Injury;White;Male;Sport Utility;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
705;706;No;20-24;20;No;Not Applicable;O: No Injury;Non-Roadway;White;Male;Fayetteville;Cumberland;No;;2008-09-08;Non-Roadway;21;Non-Roadway;01-09-01;0001-01-01T16:40:58-04:56;Non-Roadway;460910;2008;O: No Injury;Commercial;25-29;25;No;6-10 mph;O: No Injury;Black;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;0.0, 0.0
711;712;No;20-24;23;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Boone;Watauga;No;01-01-02;2008-09-09;Bicyclist Overtaking Motorist;13;Non-Intersection;01-09-01;0001-01-01T09:02:58-04:56;Bicyclist Overtaking - Other /;311249;2008;B: Evident Injury;Institutional;30-39;30;No;16-20 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Rural (<30% Developed);4 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Urban;20 - 25  MPH;Stop And Go Signal;Cloudy;No;0.0, 0.0
713;714;Yes;20-24;22;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Clinton;Sampson;No;01-01-03;2008-09-10;Bicyclist Left Turn / Merge;6;Non-Intersection;01-09-01;0001-01-01T01:23:58-04:56;Bicyclist Left Turn - Opposite Direction;311222;2008;B: Evident Injury;Commercial;20-24;20;No;31-35 mph;O: No Injury;Hispanic;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Cloudy;No;0.0, 0.0
714;715;Yes;15-Nov;13;No;Not Applicable;B: Evident Injury;Non-Roadway;Black;Male;Raleigh;Wake;No;01-01-04;2008-06-26;Bicyclist Failed to Yield - Midblock;18;Non-Intersection;01-06-01;0001-01-01T13:22:58-04:56;Bicyclist Ride Out - Other Midblock;363318;2008;B: Evident Injury;Residential;60-69;60;No;31-35 mph;O: No Injury;Black;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);1 lane;2;Straight - Level;Local Street;Dry;One-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Missing;Clear;No;0.0, 0.0
721;722;Yes;30-39;31;No;With Traffic;C: Possible Injury;Travel Lane;Native American;Male;None - Rural Crash;Robeson;No;01-01-04;2008-09-11;Motorist Overtaking Bicyclist;23;Non-Intersection;01-09-01;0001-01-01T18:22:58-04:56;Motorist Overtaking - Other /;311239;2008;C: Possible Injury;Farms, Woods, Pastures;;;Missing;51-55 mph;Injury;/Missing;;;No;Yes;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;0.0, 0.0
732;733;No;20-24;20;No;Not Applicable;C: Possible Injury;Non-Roadway;White;Male;Raleigh;Wake;No;01-01-02;2008-09-16;Non-Roadway;8;Non-Roadway;01-09-01;0001-01-01T03:16:58-04:56;Non-Roadway;460910;2008;C: Possible Injury;Institutional;20-24;20;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Cloudy;No;0.0, 0.0
736;737;Yes;50-59;55;No;Facing Traffic;K: Killed;Travel Lane;White;Male;None - Rural Crash;Caswell;No;01-01-06;2008-09-20;Head-On;6;Non-Intersection;01-09-01;0001-01-01T01:58:58-04:56;Head-On - Bicyclist;312250;2008;K: Killed;Farms, Woods, Pastures;30-39;31;No;46-50 mph;O: No Injury;White;Female;Pickup;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
740;741;Yes;40-49;45;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Reidsville;Rockingham;No;01-01-04;2008-09-04;Backing Vehicle;18;Intersection-Related;01-09-01;0001-01-01T13:06:58-04:56;Backing Vehicle;211600;2008;B: Evident Injury;Residential;30-39;31;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;Stop Sign;Clear;No;0.0, 0.0
744;745;No;30-39;34;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;Black;Male;Goldsboro;Wayne;No;01-01-06;2008-09-27;Other / Unusual Circumstances;14;Non-Intersection;01-09-01;0001-01-01T09:33:58-04:56;Motorist Intentionally Caused;321510;2008;B: Evident Injury;Residential;30-39;35;No;31-35 mph;C: Possible Injury;Black;Female;Sport Utility;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;0.0, 0.0
746;747;No;40-49;44;No;With Traffic;Injury;Other;White;Male;None - Rural Crash;Columbus;No;01-01-02;2008-09-16;Crossing Paths - Other Circumstances;20;Intersection;01-09-01;0001-01-01T15:25:58-04:56;Sign-Controlled Intersection - Other /;181148;2008;O: No Injury;Farms, Woods, Pastures;70+;;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;On or Off Ramp;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;Stop Sign;Cloudy;No;0.0, 0.0
752;753;Yes;30-39;39;No;With Traffic;K: Killed;Travel Lane;Native American;Female;None - Rural Crash;Halifax;No;01-01-02;2008-09-16;Motorist Overtaking Bicyclist;19;Non-Intersection;01-09-01;0001-01-01T15:02:58-04:56;Motorist Overtaking - Other /;311239;2008;K: Killed;Residential;0-19;16;No;41-45 mph;O: No Injury;Native American;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Fog, Smog, Smoke;No;0.0, 0.0
754;755;Yes;20-24;23;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Greensboro;Guilford;No;01-01-06;2008-09-20;Bicyclist Failed to Yield - Signalized Intersection;13;Intersection;01-09-01;0001-01-01T08:35:58-04:56;Bicyclist Ride Through - Signalized Intersection;111155;2008;B: Evident Injury;Residential;60-69;60;No;31-35 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Positive Median Barrier;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
758;759;No;16-19;17;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Asheville;Buncombe;Yes;01-01-05;2008-09-26;Motorist Failed to Yield - Signalized Intersection;23;Intersection;01-09-01;0001-01-01T18:26:58-04:56;Motorist Drive Through - Signalized Intersection;132154;2008;B: Evident Injury;Commercial;20-24;21;Yes;;O: No Injury;White;Male;Sport Utility;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Grade;Local Street;Wet;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Mountains;Urban;20 - 25  MPH;Stop And Go Signal;Rain;No;0.0, 0.0
765;766;No;40-49;47;Yes;Facing Traffic;O: No Injury;Travel Lane;Black;Male;Kannapolis;Cabarrus;Yes;01-01-05;2008-10-03;Motorist Left Turn / Merge;16;Non-Intersection;01-10-01;0001-01-01T11:16:58-04:56;Motorist Left Turn - Same Direction;312211;2008;O: No Injury;Commercial;50-59;51;No;6-10 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;0.0, 0.0
768;769;Yes;50-59;53;No;With Traffic;A: Disabling Injury;Travel Lane;White;Female;Kannapolis;Cabarrus;No;01-01-06;2008-10-04;Motorist Overtaking Bicyclist;18;Non-Intersection;01-10-01;0001-01-01T13:07:58-04:56;Motorist Overtaking - Undetected Bicyclist;311231;2008;A: Disabling Injury;Commercial;50-59;59;No;41-45 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;0.0, 0.0
769;770;Yes;40-49;47;No;Facing Traffic;K: Killed;Travel Lane;White;Male;Salisbury;Rowan;No;;2008-10-13;Head-On;18;Non-Intersection;01-10-01;0001-01-01T13:49:58-04:56;Head-On - Bicyclist;312250;2008;K: Killed;Commercial;20-24;20;No;46-50 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);5 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;50 - 55  MPH;No Control Present;Clear;No;0.0, 0.0
772;773;No;20-24;24;Yes;With Traffic;A: Disabling Injury;Travel Lane;White;Male;Leland;Brunswick;Yes;01-01-02;2008-09-23;Bicyclist Left Turn / Merge;23;Non-Intersection;01-09-01;0001-01-01T18:32:58-04:56;Bicyclist Left Turn - Same Direction;311221;2008;A: Disabling Injury;Farms, Woods, Pastures;30-39;33;No;;O: No Injury;Asian;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Grade;US Route;Dry;One-Way, Not Divided;None;On or Off Ramp;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;Missing;Clear;No;0.0, 0.0
781;782;No;20-24;21;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Henderson;Vance;No;01-01-03;2008-10-15;Motorist Overtaking Bicyclist;16;Non-Intersection;01-10-01;0001-01-01T11:03:58-04:56;Motorist Overtaking - Other /;311239;2008;C: Possible Injury;Residential;;;No;31-35 mph;Injury;/Missing;;Pickup;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
788;789;No;20-24;24;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Boone;Watauga;No;01-01-06;2008-10-11;Motorist Right Turn / Merge;14;Intersection;01-10-01;0001-01-01T09:38:58-04:56;Motorist Right Turn - Same Direction;111213;2008;C: Possible Injury;Institutional;0-19;19;No;0-5 mph;O: No Injury;Asian;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Bottom;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Mountains;Urban;20 - 25  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
793;794;No;30-39;37;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Cary;Wake;No;01-01-05;2008-10-17;Motorist Failed to Yield - Sign-Controlled Intersection;14;Intersection;01-10-01;0001-01-01T09:03:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;132141;2008;C: Possible Injury;Residential;20-24;20;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
796;797;No;50-59;55;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Lumberton;Robeson;Yes;01-01-07;2008-10-12;Bicyclist Right Turn / Merge;10;Non-Intersection;01-10-01;0001-01-01T05:48:58-04:56;Bicyclist Right Turn - Same Direction;311223;2008;B: Evident Injury;Commercial;40-49;42;No;6-10 mph;Injury;Hispanic;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
797;798;No;50-59;54;No;With Traffic;C: Possible Injury;Travel Lane;Native American;Male;None - Rural Crash;Robeson;No;01-01-06;2008-10-11;Motorist Overtaking Bicyclist;21;Non-Intersection;01-10-01;0001-01-01T16:38:58-04:56;Motorist Overtaking - Undetected Bicyclist;311231;2008;C: Possible Injury;Residential;50-59;58;No;36-40 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Rain;No;0.0, 0.0
803;804;Yes;40-49;42;No;Facing Traffic;O: No Injury;Bike Lane / Paved Shoulder;Native American;Male;Pembroke;Robeson;No;01-01-05;2008-10-24;Head-On;20;Intersection;01-10-01;0001-01-01T15:48:58-04:56;Head-On - Bicyclist;122250;2008;O: No Injury;Commercial;;;Missing;;Injury;/Missing;;Passenger Car;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Coastal;Rural;;Stop Sign;Cloudy;No;0.0, 0.0
815;816;Yes;60-69;69;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01-01-06;2008-11-01;Loss of Control / Turning Error;14;Intersection;01-11-01;0001-01-01T09:38:58-04:56;Motorist Turning Error - Left Turn;111111;2008;B: Evident Injury;Residential;0-19;17;No;21-25 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;0.0, 0.0
