name,country_parent,total,dems,repubs,year
Infineon Technologies,Germany/Infineon Technologies AG,"$2,000","$1,000","$1,000",2018
Ingersoll-Rand,Ireland/Ingersoll Rand Co,"$33,500","$13,100","$20,400",2018
Intelsat Holdings (Serafina SA),Luxembourg/Serafina SA,"$45,500","$17,500","$28,000",2018
Intergraph Corp,Sweden/Hexagon AB,"$2,500",$0,"$2,500",2018
ITG Brands (Imperial Brands),UK/Imperial Brands,"$165,500","$27,000","$138,500",2018
Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$12,000","$5,000","$7,000",2018
Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$263,489","$66,500","$196,989",2018
JBS USA,Brazil/JBS SA,"$46,000","$2,000","$44,000",2018
John Hancock Life Insurance,Canada/Manulife Financial,"$118,200","$62,000","$55,200",2018
Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$240,500","$121,000","$117,500",2018
Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$1,000",$0,"$1,000",2018
Kawasaki Heavy Industries,Japan/Kawasaki Heavy Industries,$500,$0,$500,2018
Komatsu Mining,Japan/Komatsu Ltd,"$17,760","$1,000","$16,760",2018
Lanxess Corp (Lanxess AG),Germany/Lanxess AG,$250,$0,$250,2018
Lehigh Hanson,Germany/HeidelbergCement AG,"$159,000","$13,500","$145,500",2018
Leonardo DRS,Italy/Leonardo SpA,"$198,500","$60,000","$138,500",2018
Lincare Holdings (Linde AG),Germany/Linde AG,"$3,000","$1,000","$2,000",2018
Linde North America (Linde AG),Germany/Linde AG,"$109,000","$43,500","$65,500",2018
Livanova Inc,UK/Livanova Plc,$0,$0,$0,2018
Louis Dreyfus Co,Netherlands/Louis Dreyfus Group,"$13,000",$0,"$13,000",2018
LSEG US,UK/London Stock Exchange Group,"$16,500","$8,000","$8,500",2018
Lundbeck Inc,Denmark/H Lundbeck A/S,"$71,500","$33,500","$38,000",2018
LyondellBasell Industries,Netherlands/LyondellBasell Industries,"$116,000","$18,000","$98,000",2018
M-E Companies,Canada/IBI Group,$0,$0,$0,2018
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$56,000","$25,500","$29,500",2018
Magna US,Canada/Magna International,$0,$0,$0,2018
Magnolia LNG,Australia/LNG Limited,"$4,500",$0,"$4,500",2018
Mallinckrodt Pharmaceuticals,UK/Mallinckrodt Plc,"$265,000","$105,000","$160,000",2018
Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$23,246","$10,246","$13,000",2018
Maxar Technologies (Maxar Technologies),Canada/Maxar Technologies,"$113,500","$34,500","$76,500",2018
Maxar Technologies Holdings (Maxar Technologies),Canada/Maxar Technologies,"$7,000","$4,000","$3,000",2018
MBDA Inc,UK/MBDA,"$6,000",$0,"$6,000",2018
Medimmune Inc (AstraZeneca PLC),UK/AstraZeneca PLC,$0,$0,$0,2018
Medtronic Inc,Ireland/Medtronic Plc,"$293,000","$133,000","$159,000",2018
MillerCoors LLC (Molson Coors Brewing),Canada/Molson Coors Brewing,"$163,000","$62,000","$101,000",2018
Miraca Life Sciences,Japan/Miraca Holdings,$0,$0,$0,2018
Mitsubishi Hitachi Power Systems,Japan/Mitsubishi Hitachi Power Systems,"$23,400",$0,"$23,400",2018
Monsanto Co (Bayer AG),Germany/Bayer AG,"$349,500","$114,500","$235,000",2018
MUFG Americas,Japan/Mitsubishi UFJ Financial Group,"$2,500","$2,500",$0,2018
Munich American Reassurance,Germany/Munich Re Group,$0,$0,$0,2018
Mylan Inc,Netherlands/Mylan NV,"$83,000","$33,500","$49,500",2018
Nammo Talley Inc,Norway/Nammo AS,"$19,500","$4,500","$15,000",2018
National Cement Co,France/Vicat Group,"$1,000",$0,"$1,000",2018
National Grid USA (National Grid plc),UK/National Grid plc,"$61,500","$45,500","$16,000",2018
Natixis Investment Managers,France/Groupe BPCE,"$18,500","$10,500","$8,000",2018
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$23,750","$9,750","$14,000",2018
Nomura Holding America,Japan/Nomura Holdings,"$113,500","$48,000","$65,500",2018
NOVA Chemicals,United Arab Emirates/International Petroleum Investment Co,$0,$0,$0,2018
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$293,000","$166,000","$127,000",2018
Novo Nordisk,Denmark/Novo Nordisk A/S,"$405,938","$188,000","$217,938",2018
Novocure Inc,UK/Novocure,"$52,200","$6,700","$45,500",2018
Nutrien Ltd,Canada/Nutrien Ltd,"$8,000",$0,"$8,000",2018
Orano USA (Orano Group),France/Orano Group,"$11,000","$2,500","$8,500",2018
Otsuka America (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$83,000","$45,000","$38,000",2018
Permobil Inc (Investor AB),Sweden/Investor AB,"$8,500","$1,000","$7,500",2018
Pernod Ricard USA,France/Pernod Ricard SA,"$23,700","$3,000","$20,700",2018
Peter Pan Seafoods,Japan/Maruha Nichiro Holdings,"$1,500",$0,"$1,500",2018
Pharmavite LLC (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$81,000","$41,000","$40,000",2018
Philips Electronics North America (Philips),Netherlands/Philips,"$66,000","$33,000","$33,000",2018
Prime Policy Group (WPP Group),UK/WPP Group,"$40,250","$15,750","$24,000",2018
Protective Life Corp (Dai-Ichi Life),Japan/Dai-Ichi Life,"$64,500","$17,700","$46,800",2018
Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$8,941",$0,"$8,941",2018
RBC Bank (Royal Bank of Canada),Canada/Royal Bank of Canada,"$59,500","$35,000","$24,500",2018
Recurrent Energy,Canada/Canadian Solar,"$2,000","$1,000","$1,000",2018
RELX Inc,UK/RELX Group,"$207,600","$98,500","$109,100",2018
Renewable Energy Systems Americas,UK/Renewable Energy Systems,"$15,051","$1,000","$13,551",2018
Resolute FP US,Canada/Resolute Forest Products,"$80,700","$12,200","$67,500",2018
Reynolds American (British American Tobacco),UK/British American Tobacco plc,"$380,000","$34,000","$346,000",2018
Rio Tinto America,UK/Rio Tinto Group,"$12,500","$4,500","$8,000",2018
Roho Group (Investor AB),Sweden/Investor AB,$500,$500,$0,2018
Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce PLC,"$303,500","$78,500","$225,000",2018
Safelite Group,Belgium/D'Ieteren SA,"$5,700","$1,000","$4,700",2018
Samsung Electronics America,South Korea/Samsung Group,"$143,000","$72,500","$70,500",2018
Sanofi US (Sanofi),France/Sanofi,"$442,200","$208,700","$233,500",2018
Santander Bank (Banco Santander),Spain/Banco Santander,"$24,500","$9,500","$15,000",2018
SAP America,Germany/SAP SE,"$59,000","$40,000","$19,000",2018
Schaeffler Group USA,Germany/Schaeffler Group,"$2,500",$0,"$2,500",2018
Securitas Security Services USA,Sweden/Securitas AB,$0,$0,$0,2018
Serco Inc,UK/Serco Group,"$107,500","$40,500","$67,000",2018
Shell Oil,Netherlands/Royal Dutch Shell,"$23,000","$3,500","$19,500",2018
Shire Holdings US (Shire PLC),Ireland/Shire Plc,"$84,000","$47,000","$37,000",2018
Siemens Corp,Germany/Siemens AG,"$189,250","$76,000","$113,250",2018
Smith & Nephew,UK/Smith & Nephew Plc,"$78,000","$33,000","$45,000",2018
Smithfield Foods,China/WH Group,"$60,000","$20,000","$40,000",2018
Smiths Detection (Smiths Group),UK/Smiths Group PLC,$0,$0,$0,2018
Smiths Group Services Corp (Smiths Group),UK/Smiths Group PLC,"$134,700","$36,500","$98,200",2018
Sodexo Inc,France/Sodexo,"-$1,000",$0,"-$1,000",2018
Solvay America,Belgium/Solvay SA,"$19,200","$8,000","$11,200",2018
Sony Music Entertainment (Sony Corp),Japan/Sony Corp,"$1,000","$1,000",$0,2018
Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$164,000","$85,000","$79,000",2018
Sprint Communications (SoftBank Corp),Japan/Softbank Corp,"$184,000","$73,500","$110,500",2018
SSAB Americas,Sweden/SSAB AB,"$13,600","$4,500","$9,100",2018
Standard Insurance Co,Japan/Meiji Yasuda Life Insurance,"$10,000","$1,000","$7,500",2018
Steris Corp,UK/Steris PLC,"$51,000","$16,500","$34,500",2018
SUEZ Water,France/SUEZ Environnement,"$11,000","$10,000","$1,000",2018
Sun Life Financial (Sun Life Financial),Canada/Sun Life Financial,"$23,600","$8,900","$12,000",2018
Sunovion Pharmaceuticals (Sumitomo Chemical),Japan/Sumitomo Chemical,"$50,500","$26,000","$24,500",2018
Sunpower Corp,France/Total SA,"$7,000","$2,000","$5,000",2018
Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$13,500","$2,500","$11,000",2018
Swiss Re America,Switzerland/Swiss Reinsurance,"$44,000","$17,000","$27,000",2018
Syngenta Corp,China/ChemChina,"$125,200","$47,500","$77,700",2018
T-Mobile USA,Germany/Deutsche Telekom AG,"$694,500","$314,000","$374,500",2018
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$143,500","$77,500","$66,000",2018
Tate & Lyle Americas (Tate & Lyle),UK/Tate & Lyle,"$26,900","$7,000","$19,900",2018
TD Bank USA,Canada/Toronto-Dominion Bank,"$197,500","$91,500","$101,000",2018
TE Connectivity,Switzerland/TE Connectivity,"$94,000","$34,000","$60,000",2018
TECO Energy,Canada/Emera Inc,"$37,500","$11,500","$26,000",2018
Terumo BCT,Japan/Terumo Corp,$0,$0,$0,2018
Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$45,500","$17,000","$28,500",2018
Toyota Motor North America,Japan/Toyota Motor Corp,"$874,999","$378,000","$496,999",2018
TransAmerica,Netherlands/Aegon NV,"$458,500","$226,500","$230,000",2018
Transcanada USA Services (Transcanada Corp),Canada/TransCanada Corp,"$149,500","$51,500","$94,500",2018
Travelport Inc,UK/Travelport Ltd,"$1,000",$0,"$1,000",2018
UBS Americas,Switzerland/UBS AG,"$1,389,750","$645,750","$734,000",2018
UCB Inc (UCB SA),Belgium/UCB SA,"$41,000","$6,000","$35,000",2018
Ultra Electronics USA,UK/Ultra Electronics,"$59,000","$15,000","$44,000",2018
Universal Music Group (Vivendi),France/Vivendi,"$114,494","$64,494","$50,000",2018
Valent USA (Sumitomo Chemical),Japan/Sumitomo Chemical,"$16,000","$5,500","$10,500",2018
VNA Holding (AB Volvo),Sweden/AB Volvo,"$16,000","$8,000","$8,000",2018
VT Halter Marine,Singapore/ST Engineering,"$12,500",$0,"$12,500",2018
Washington Gas Light Co (AltaGas Ltd),Canada/AltaGas Ltd,"$21,000","$13,000","$8,000",2018
Westfield Corp (Unibail-Rodamco-Westfield),Australia/Westfield Group of Australia,"$4,000","$1,500","$2,500",2018
Westinghouse Electric,Canada/Brookfield Business Partners,"$68,500","$25,000","$43,500",2018
Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,"$43,000","$15,500","$27,500",2018
WSP USA,Canada/WSP Global,"$151,724","$86,650","$65,074",2018
XL America,France/AXA,$0,$0,$0,2018
ZF TRW Automotive (ZF Friedrichshafen AG),Germany/ZF Friedrichshafen AG,"$30,000","$14,000","$16,000",2018
Zurich Insurance (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$173,000","$92,500","$80,500",2018
7-Eleven,Japan/Seven & I Holdings,"$20,000","$1,000","$19,000",2020
ABB Group (ABB Group),Switzerland/Asea Brown Boveri,"$16,900","$6,800","$10,100",2020
Accenture (Accenture),Ireland/Accenture plc,"$83,500","$50,500","$33,000",2020
Air Liquide America,France/L'Air Liquide SA,"$37,800","$15,800","$22,000",2020
Airbus Group,Netherlands/Airbus Group,"$182,000","$79,000","$103,000",2020
Alkermes Inc,Ireland/Alkermes Plc,"$94,750","$30,750","$64,000",2020
Allianz of America (Allianz),Germany/Allianz AG Holding,"$71,300","$36,150","$35,150",2020
AMG Vanadium,Netherlands/AMG Advanced Metallurgical Group,"$2,000",$0,"$2,000",2020
Anheuser-Busch (Anheuser-Busch InBev),Belgium/Anheuser-Busch InBev,"$336,500","$174,000","$162,500",2020
AON Corp (AON plc),UK/AON PLC,"$80,500","$44,000","$36,500",2020
APL Maritime (CMA CGM),France/CMA CGM SA,"$26,500","$14,000","$12,500",2020
Aptiv PLC,Ireland/Aptiv PLC,$0,$0,$0,2020
Arcadis US (Arcadis NV),Netherlands/Arcadis NV,$0,$0,$0,2020
Arch Capital Group (US),UK/Arch Capital Group,"$8,000","$4,500","$3,500",2020
Arkema Inc,France/Arkema,"$69,500","$28,000","$41,500",2020
Ash Grove (CRH Plc),Ireland/CRH PLC,$0,$0,$0,2020
Ashton Woods Corp,Canada/Great Gulf Group,$0,$0,$0,2020
Assured Guaranty Municipal Corp (Assured Guaranty Corp),UK/Assured Guaranty Ltd,"$146,500","$85,200","$56,300",2020
Astellas US,Japan/Astellas Pharma,"$203,500","$98,000","$105,500",2020
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,"$321,500","$155,500","$166,000",2020
Atkins North America,UK/SNC-Lavalin,"$41,750","$11,050","$30,700",2020
Austal USA (Austal Ltd),Australia/Austal Ltd,"$31,200","$6,200","$25,000",2020
Avangrid Inc (Iberdrola SA),Spain/Iberdrola SA,"$100,000","$61,000","$39,000",2020
Bacardi USA,UK/Bacardi Ltd,"$51,850","$22,000","$27,850",2020
BAE Systems (BAE Systems),UK/BAE Systems,"$733,500","$364,000","$367,500",2020
Barclays Group US,UK/Barclays plc,"$159,500","$74,000","$85,500",2020
Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$39,500","$24,000","$15,500",2020
BASF Corp,Germany/BASF SE,"$447,000","$252,000","$195,000",2020
Bayer Corp (Bayer AG),Germany/Bayer AG,"$347,400","$151,000","$196,400",2020
Bayer CropScience (Bayer AG),Germany/Bayer AG,"-$4,500","-$4,500",$0,2020
BBVA USA (PNC Financial Services),Spain/Banco Bilbao Vizcaya Argentaria,"$397,500","$148,000","$249,500",2020
Beam Suntory (Suntory Holdings),Japan/Suntory Holdings,"$42,897","$24,066","$18,831",2020
BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,"$1,500","$1,500",$0,2020
BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,"$190,260","$90,260","$100,000",2020
Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,"$187,500","$96,000","$91,500",2020
Bombardier Transportation USA (Bombardier Inc),Canada/Bombardier Inc,"$45,000","$29,000","$16,000",2020
BP North America,UK/BP PLC,"$236,000","$90,000","$146,000",2020
Bridgestone Americas,Japan/Bridgestone Corp,"$21,000","$3,500","$17,500",2020
Bumble Bee Foods (FCF Co),Taiwan/FCF Co,"$2,500","$2,500",$0,2020
Buzzi Unicem USA (Buzzi Unicem SpA),Italy/Buzzi Unicem SpA,$500,$0,$500,2020
CalPortland Co,Japan/Taiheiyo Cement Co,"$249,000","$19,500","$229,500",2020
Cardtronics Inc,UK/Cardtronics Plc,"$11,500","$7,000","$4,500",2020
Carmeuse Lime,Netherlands/Carmeuse SA,$0,$0,$0,2020
Case New Holland,Netherlands/CNH Industrial,"$122,000","$7,000","$115,000",2020
CEMEX Inc,Mexico/CEMEX SAB de CV,"$179,750","$45,000","$134,750",2020
CGI Technologies & Solutions,Canada/CGI Group,"$39,500","$31,500","$8,000",2020
Chicago Bridge & Iron (McDermott International),Panama/McDermott International,"$5,470",$470,"$5,000",2020
Chubb Group of Insurance Companies,Switzerland/Chubb Ltd,"$213,000","$98,000","$115,000",2020
CIBC Bancorp,Canada/Canadian Imperial Bank of Commerce,"$5,000","$3,000","$2,000",2020
Cirrus Aircraft Corp,China/Aviation Industry Corp of China,"$1,500","$1,500",$0,2020
Cobham Management Services (Advent International),UK/Cobham PLC,"$64,000","$13,500","$50,500",2020
Continental Automotive Systems (Continental AG),Germany/Continental AG,"$93,000","$48,000","$45,000",2020
Covestro LLC (Covestro AG),Germany/Covestro AG,"$48,000","$12,500","$35,500",2020
Credit Suisse Securities,Switzerland/Credit Suisse Group,"$64,500","$22,500","$42,000",2020
CRH Americas (CRH PLC),Ireland/CRH PLC,"$566,500","$200,500","$366,000",2020
CSL Behring,Australia/CSL Ltd,"$90,600","$25,000","$65,600",2020
Daimler Trucks North America (Daimler AG),Germany/Daimler AG,"$2,500",$0,"$2,500",2020
Delhaize America,Belgium/Ahold Delhaize,"$37,000","$12,000","$25,000",2020
Deutsche Bank Securities,Germany/Deutsche Bank AG,$0,$0,$0,2020
Diageo North America (Diageo PLC),UK/Diageo PLC,"$50,563","$29,095","$21,468",2020
Direct Energy Inc,UK/Centrica Plc,"$27,000","$17,000","$10,000",2020
Eaton Corp (Eaton Corp),Ireland/Eaton Plc,"$51,500","$23,000","$28,500",2020
EDF Renewables (EDF Group),France/EDF Group,"$44,000","$24,000","$20,000",2020
EDP Renewables NA,Portugal/EDP - Energias de Portugal,"$23,000","$10,000","$13,000",2020
Eisai Inc,Japan/Eisai Co Ltd,"$20,300","$7,500","$12,800",2020
Elbit Systems of America,Israel/Elbit Systems Ltd,"$55,450","$9,100","$46,350",2020
Elekta Inc (Elekta AB),Sweden/Elekta AB,"$73,000","$35,500","$37,500",2020
Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,"$47,500","$13,500","$34,000",2020
EMD Serono Inc,Germany/Merck KGaA,"$174,500","$74,500","$100,000",2020
Empire District Electric (Algonquin Power & Utilities),Canada/Algonquin Power & Utilities,"$13,500","$4,000","$9,500",2020
Empower Retirement (Power Financial Corp),Canada/Power Financial Corp,"$50,500","$21,500","$29,000",2020
Enbridge Inc,Canada/Enbridge Inc,"$112,000","$31,000","$81,000",2020
Endo Pharmaceuticals,Ireland/Endo International,"$165,500","$72,000","$93,500",2020
ENGIE North America,France/ENGIE,"$11,500","$6,000","$5,500",2020
Equitable Holdings (AXA),France/AXA,"$152,000","$69,500","$82,500",2020
Ericsson Inc,Sweden/Telefonaktiebolaget LM Ericsson,"$66,000","$33,000","$33,000",2020
Essent US Holdings,UK/Essent Group,"$16,500","$10,500","$6,000",2020
Experian,UK/Experian,"$727,500","$269,500","$458,000",2020
Farmers Group (Zurich Insurance Group),Switzerland/Zurich Financial Services AG,"$236,500","$94,000","$142,500",2020
Fincantieri Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$24,750","$9,500","$15,250",2020
First Hawaiian Bank (BNP Paribas),France/BNP Paribas,"$11,000","$11,000",$0,2020
Florida East Coast Industries (SoftBank Corp),Japan/SoftBank Corp,"$75,500","$24,000","$51,500",2020
Florida East Coast Railway (Grupo Mexico),Mexico/Grupo Mexico,"$3,469","$3,169",$300,2020
Framatome (EDF Group),France/EDF Group,"$66,000","$34,000","$32,000",2020
Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$496,500","$258,000","$238,500",2020
G4S Secure Solutions,UK/G4S plc,"$45,000","$5,000","$40,000",2020
Garmin International (Garmin Ltd),Switzerland/Garmin Ltd,"$49,000","$11,500","$37,500",2020
GE Appliances,China/Haier Group,"$36,000","$7,500","$28,500",2020
Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,"$458,000","$228,500","$229,500",2020
General Cigar Co,Sweden/Scandinavian Tobacco Group,"$2,500",$0,"$2,500",2020
Gerdau Ameristeel Corp,Brazil/Gerdau Inc,"$4,000",$0,"$4,000",2020
Glanbia Foods (Glanbia PLC),Ireland/Glanbia PLC,$0,$0,$0,2020
Glanbia Performance Nutrition (Glanbia PLC),Ireland/Glanbia plc,$0,$0,$0,2020
GlaxoSmithKline,UK/GlaxoSmithKline,"$199,000","$77,000","$122,000",2020
Glover Park Group (WPP Group),UK/WPP Group,"$135,780","$98,780","$37,000",2020
Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$17,000","$5,500","$11,500",2020
Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,$0,$0,$0,2020
Greyhound Lines,UK/FirstGroup PLC,"$13,000","$9,500","$3,500",2020
Hannover Life Reassurance Co,Germany/Hannover Re,"$5,000","$2,500","$2,500",2020
Headwaters Inc,Australia/Boral Ltd,"$23,000","$4,000","$19,000",2020
Heineken USA,Netherlands/L'Arche Green NV,"$47,500","$25,500","$22,000",2020
Herbalife Nutrition,UK/Herbalife Ltd,"$104,000","$59,000","$45,000",2020
Holcim US (LafargeHolcim),Switzerland/LaFargeHolcim,"$57,000","$13,500","$43,500",2020
Horizon Therapeutics,Ireland/Horizon Pharma PLC,"$156,500","$71,500","$85,000",2020
HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$2,000",$0,"$2,000",2020
HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$192,500","$89,500","$103,000",2020
IBI Group Engineering Services,Canada/IBI Group,$0,$0,$0,2020
IDEMIA Identity & Security (IDEMIA),France/IDEMIA,"$20,500","$11,000","$9,500",2020
IGT Global Solutions,Italy/B&D Holding Di Marco Drago e C Sapa,"$45,800","$27,300","$18,500",2020
Infineon Technologies,Germany/Infineon Technologies AG,"$25,750","$16,000","$9,750",2020
Intelsat Holdings (Serafina SA),Luxembourg/Serafina SA,"$16,500","$8,500","$8,000",2020
Intergraph Corp,Sweden/Hexagon AB,"$4,800",$0,"$4,800",2020
Ipsen Biopharmaceuticals,France/Ipsen SA,$0,$0,$0,2020
ITG Brands,UK/Imperial Brands,"$86,500","$14,000","$71,500",2020
Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$110,500","$30,000","$80,500",2020
Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$201,000","$59,000","$142,000",2020
JBS USA,Brazil/JBS SA,"$125,500","$18,000","$107,500",2020
John Hancock Life Insurance,Canada/Manulife Financial,"$100,500","$54,500","$46,000",2020
Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$276,400","$129,400","$147,000",2020
Komatsu Mining,Japan/Komatsu Ltd,"$13,500","$4,000","$9,500",2020
Lanxess Corp (Lanxess AG),Germany/Lanxess AG,"$5,500","$3,000","$2,500",2020
Lehigh Hanson,Germany/HeidelbergCement AG,"$173,000","$26,000","$147,000",2020
Leonardo DRS,Italy/Leonardo SpA,"$222,000","$85,000","$137,000",2020
Lincare Holdings (Linde plc),UK/Linde plc,"$12,000","$1,000","$11,000",2020
Linde North America (Linde plc),UK/Linde plc,$0,$0,$0,2020
Linde plc (Linde plc),UK/Linde Plc,"$14,000","$11,000","$3,000",2020
Livanova USA,UK/Livanova Plc,"$4,500",$0,"$4,500",2020
Louis Dreyfus Co,Netherlands/Louis Dreyfus Group,"$4,000",$0,"$4,000",2020
LSEG US,UK/London Stock Exchange Group,"$38,000","$25,500","$12,500",2020
Lundbeck Inc,Denmark/H Lundbeck A/S,"$106,000","$55,500","$50,500",2020
LyondellBasell Industries,Netherlands/LyondellBasell Industries,"$112,000","$26,500","$85,500",2020
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$44,500","$27,500","$17,000",2020
Magnolia LNG (Glenfarne Group),Australia/Glenfarne Group,"$5,000",$0,"$5,000",2020
Mallinckrodt Pharmaceuticals,UK/Mallinckrodt Plc,"$67,500","$18,000","$49,500",2020
Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$2,500",$0,"$2,500",2020
Maxar Technologies (Maxar Technologies),Canada/Maxar Technologies,"$161,000","$80,000","$81,000",2020
MBDA Inc,UK/MBDA,$0,$0,$0,2020
Medtronic Inc,Ireland/Medtronic Plc,"$245,000","$142,000","$103,000",2020
Messer North America,Germany/Messer Group,"$44,500","$21,500","$23,000",2020
Mitsubishi Power,Japan/Mitsubishi Power,"$6,000","$1,000","$5,000",2020
Molson Coors Beverage Co (Molson Coors Brewing),Canada/Molson Coors Brewing,"$93,000","$30,000","$63,000",2020
MUFG Americas,Japan/Mitsubishi UFJ Financial Group,$0,$0,$0,2020
Munich American Reassurance,Germany/Munich Re Group,"$7,500","$5,000","$2,500",2020
Nammo Inc (Nammo AS),Norway/Nammo AS,"$2,500","$1,250","$1,250",2020
Nammo Talley Inc (Nammo AS),Norway/Nammo AS,"$4,750","$2,250","$2,500",2020
National Grid USA (National Grid plc),UK/National Grid plc,"$42,000","$31,000","$11,000",2020
Natixis Investment Managers,France/Groupe BPCE,"$4,011","$1,000","$3,011",2020
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$43,250","$13,500","$29,750",2020
Nomura Holding America,Japan/Nomura Holdings,"$102,500","$50,000","$52,500",2020
NOVA Chemicals,United Arab Emirates/International Petroleum Investment Co,"$1,200",$0,"$1,200",2020
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$290,000","$141,000","$149,000",2020
Novo Nordisk,Denmark/Novo Nordisk A/S,"$414,582","$224,927","$189,655",2020
Novocure Inc,UK/Novocure,"$65,600","$16,000","$49,600",2020
Nutrien Ag Solutions,Canada/Nutrien Ltd,"$49,900","$23,400","$26,500",2020
Orano USA (Orano Group),France/Orano Group,"$1,500",$0,"$1,500",2020
Otsuka America (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$59,250","$34,750","$24,500",2020
Permobil Inc (Investor AB),Sweden/Investor AB,"$5,000",$0,"$5,000",2020
Pernod Ricard USA,France/Pernod Ricard SA,"$13,500","$4,500","$9,000",2020
Peter Pan Seafoods,Japan/Maruha Nichiro Holdings,"$4,000",$500,"$3,500",2020
Pharmavite LLC (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$70,000","$35,000","$35,000",2020
Philips Electronics North America (Philips),Netherlands/Philips,"$151,000","$78,500","$72,500",2020
Prime Policy Group (WPP Group),UK/WPP Group,"$56,000","$19,000","$36,500",2020
Protective Life Corp (Dai-Ichi Life),Japan/Dai-Ichi Life,"$199,900","$31,000","$168,900",2020
Purpose Financial (Grupo Salinas),Mexico/Grupo Salinas,"$42,500","$2,000","$40,500",2020
Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$7,388",$0,"$7,388",2020
RBC Bank (Royal Bank of Canada),Canada/Royal Bank of Canada,"$60,500","$38,500","$22,000",2020
Recurrent Energy,Canada/Canadian Solar,"$5,000",$0,"$5,000",2020
RELX Inc,UK/RELX Group,"$244,000","$110,000","$134,000",2020
Resolute FP US,Canada/Resolute Forest Products,"$88,000","$15,500","$72,500",2020
Reynolds American (British American Tobacco),UK/British American Tobacco plc,"$386,460","$66,500","$319,960",2020
Rio Tinto America,UK/Rio Tinto Group,"$13,000","$7,500","$5,500",2020
Roche Diagnostics (Roche Holdings),Switzerland/Roche Holdings,"$43,500","$12,500","$31,000",2020
Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce PLC,"$258,500","$97,500","$161,000",2020
Sabic Innovative Plastics,Saudi Arabia/SABIC,"$5,500","$2,000","$3,500",2020
Safelite Group,Belgium/D'Ieteren SA,"$4,800","-$1,000","$5,800",2020
Samsung Electronics America,South Korea/Samsung Group,"$297,000","$171,000","$126,000",2020
Sanofi US (Sanofi),France/Sanofi,"$298,500","$114,000","$184,500",2020
Santander Bank (Banco Santander),Spain/Banco Santander,"$114,500","$53,000","$61,500",2020
SAP America,Germany/SAP SE,"$30,500","$21,000","$9,500",2020
Schwan's Co,South Korea/CJ CheilJedang,"$194,000","$71,000","$123,000",2020
Securitas Security Services USA,Sweden/Securitas AB,$0,$0,$0,2020
Serco Inc,UK/Serco Group,"$141,500","$71,500","$70,000",2020
Shell Oil,Netherlands/Royal Dutch Shell,"$5,000","$1,000","$4,000",2020
Shire Holdings US (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"-$12,500","-$1,500","-$11,000",2020
Siemens Corp,Germany/Siemens AG,"$127,250","$76,750","$50,500",2020
Smith & Nephew,UK/Smith & Nephew Plc,"$93,500","$39,000","$54,500",2020
Smithfield Foods,China/WH Group,"$95,500","$25,000","$70,500",2020
