name,sale,lot,position,dealer,year,origin_author,origin_cat,school_pntg,diff_origin,logprice,price,count,subject,authorstandard,artistliving,authorstyle,author,winningbidder,winningbiddertype,endbuyer,Interm,type_intermed,Height_in,Width_in,Surface_Rect,Diam_in,Surface_Rnd,Shape,Surface,material,mat,materialCat,quantity,nfigures,engraved,original,prevcoll,othartist,paired,figures,finished,lrgfont,relig,landsALL,lands_sc,lands_elem,lands_figs,lands_ment,arch,mytho,peasant,othgenre,singlefig,portrait,still_life,discauth,history,allegory,pastorale,other
R1764-58,R1764,58,0.115537849,R,1764,D/FL,D/FL,D/FL,0,3.401197382,30.0,1,Une Rencontre de Cavalerie au bas d'un Moulin qui est en feu,Hondt,0,n/a,Hondt,"Rémy, Pierre",E,E,0,,15,12,180,,0,squ_rect,180,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-59,R1764,59,0.11752988,R,1764,D/FL,D/FL,D/FL,0,4.276666119,72.0,1,"Des Ruines, des Rochers & des Animaux; il y a aussi deux figures","Breenbergh, Bartholomeus",0,n/a,Bartholomé,"Ménageot, Augustin",D,D,0,,11.5,16,184,,0,squ_rect,184,cuivre,c,copper,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-60,R1764,60,0.119521912,R,1764,D/FL,D/FL,D/FL,0,2.564949357,13.0,1,Un Sculpteur qui tient une figure de terre posée sur un chevalet,"Thijs, Pieter",0,n/a,Pierre Tyssens,Unknown,,,,,39,29,1131,,0,squ_rect,1131,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-61,R1764,61,0.121513944,R,1764,D/FL,D/FL,D/FL,0,4.382026635,80.0,1,"Deux Verres & un Plat d'argent très ouvragé, posés sur une Table de Marbre ou est un Tapis de Turquis qui la couvre en partie; sur ce plat il y a une Montre, un Couteau d'Agare, deux Citrons & une Jatte de Porcelaine","Kalf, Willem",0,n/a,Willem Kalf,"Rémond, Georges-Alexis-Bertrand",C,C,0,,19.5,15.5,302.25,,0,squ_rect,302.25,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R1764-62,R1764,62,0.123505976,R,1764,D/FL,D/FL,D/FL,0,4.787491743,120.0,1,"L'intérieur d'une Maison de Fermier; on voit une femme qui bat du beurre, une autre qui fait la cuisine, & une troisième proche de la porte, porte un pot de lait sur sa tête: différens ustensiles de cuisine & des légumes enrichissent ce tableau","Kalf, Willem",0,n/a,Willem Kalf,"Latour d'Aigle, Chevalier de",C,C,0,,14,10.5,147,,0,squ_rect,147,bois,b,wood,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
R1764-63,R1764,63,0.125498008,R,1764,D/FL,D/FL,D/FL,0,4.795790546,121.0,1,"Un Jardinier & une Jardiniere proche d'un puits dans un jardin: il y a par terre des bottes de raves, des choux fleurs, des concombres, oignons & autres légumes.","Kalf, Willem",0,n/a,Willem Kalf,"Gruel, abbé",B,B,0,,12.5,10,125,,0,squ_rect,125,bois,b,wood,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1764-64a,R1764,64,0.12749004,R,1764,D/FL,D/FL,D/FL,0,5.427150238,227.5,1,(2) Deux Batailles,"Meulen, Adam Frans van der",0,n/a,Antoine François Vander Meulen,"Rémy, Pierre",E,E,0,,7,19.75,138.25,,0,squ_rect,138.25,bois,b,wood,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
R1764-64b,R1764,64,0.12749004,R,1764,D/FL,D/FL,D/FL,0,5.427150238,227.5,1,(2) Deux Batailles,"Meulen, Adam Frans van der",0,n/a,Antoine François Vander Meulen,"Rémy, Pierre",E,E,0,,7,19.75,138.25,,0,squ_rect,138.25,bois,b,wood,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
R1764-65,R1764,65,0.129482072,R,1764,D/FL,D/FL,D/FL,0,6.728628613,836.0,1,"Un charmant Païsage; Deux jeunes Garcçons avec des moutons proche d'une riviere, sont peints de la main d'Adrien Vanden Veld.","Ruisdael, Jacob van; Velde (A), Adriaen van de",0,n/a,Jacques Ruisdaal,"La Rochefoucault, duc de",C,C,0,,22.25,26.5,589.625,,0,squ_rect,589.625,toile,t,canvas,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-66,R1764,66,0.131474104,R,1764,D/FL,D/FL,D/FL,0,6.476972363,650.0,1,"Un jeune Garçon portant un panache à son chapeau, est vu à mi-corps, tenant de la main gauche une coquille qui est posée sur une table; il est occupé à regarder une bouteille de savon qui est en l'air.","Netscher, Caspar",0,n/a,Gaspard Netscher,"Nedelasky, comte de",C,C,0,,4,3,12,,0,squ_rect,12,bois,b,wood,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-67,R1764,67,0.133466135,R,1764,F,D/FL,D/FL,1,5.010635294,150.0,1,"Quatre jeunes Garcons jouant à la porte de leur maison; l'un d'eux tient une cage posée sur le fond d'un tonneau, un Char est à coté","Le Nain (A), Antoine",0,n/a,Antoine le Nain,"Rémy, Pierre",E,E,0,,20,15,300,,0,squ_rect,300,toile,t,canvas,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1764-68a,R1764,68,0.135458167,R,1764,D/FL,D/FL,D/FL,0,2.079441542,8.0,1,(2) Deux Païsages avec figures & animaux,"Genoels (Archimedes), Abraham",0,n/a,Abraham Genoels,"Langeac, marquis de",C,C,0,,10.25,15.25,156.3125,,0,squ_rect,156.3125,,,,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
R1764-68b,R1764,68,0.135458167,R,1764,D/FL,D/FL,D/FL,0,2.079441542,8.0,1,(2) Deux Païsages avec figures & animaux,"Genoels (Archimedes), Abraham",0,n/a,Abraham Genoels,"Langeac, marquis de",C,C,0,,10.25,15.25,156.3125,,0,squ_rect,156.3125,,,,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
R1764-69,R1764,69,0.137450199,R,1764,D/FL,D/FL,D/FL,0,4.110873864,61.0,1,"Un Paysage du meilleur tems de ce Maître, avec figures & animaux","Vermeer van Haarlem III, Jan",0,n/a,Vander Meer de Jonge,"Langeac, marquis de",C,C,0,,7.5,10,75,,0,squ_rect,75,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-70a,R1764,70,0.139442231,R,1764,A,D/FL,D/FL,1,1.871802177,6.5,1,(2) Deux sujets de Guerre,"Querfurt, August",0,n/a,Auguste Querfurt,"Wille, Johan Georg",C,C,0,,7.5,10,75,,0,squ_rect,75,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-70b,R1764,70,0.139442231,R,1764,A,D/FL,D/FL,1,1.871802177,6.5,1,(2) Deux sujets de Guerre,"Querfurt, August",0,n/a,Auguste Querfurt,"Wille, Johan Georg",C,C,0,,7.5,10,75,,0,squ_rect,75,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-72,R1764,72,0.143426295,R,1764,D/FL,D/FL,D/FL,0,3.465735903,32.0,1,Une Fête en l'honneur de Bacchus,"Beschey, Balthazar",1,n/a,Bathazar Beschey,"d'Arcy, Chevalier Patrick",C,C,0,,20,25.5,510,,0,squ_rect,510,bois,b,wood,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-73,R1764,73,0.145418327,R,1764,D/FL,D/FL,D/FL,0,2.63905733,14.0,1,Les trois Maries au Tombeau,"Beschey, Balthazar",1,n/a,Bathazar Beschey,Unknown,,,,,15,18,270,,0,squ_rect,270,cuivre,c,copper,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-74a,R1764,74,0.147410359,R,1764,I,D/FL,D/FL,1,4.605170186,100.0,1,"(2) Petite Chasse aux Canards, & Préparatifs pour la pêche, gravés par N. Dufour: ces deux Estampes qui se vendent chez la Veuve de F. Chereau, sont gravées d'après les deux tableaux qui sont sous ce Numéro","Casanova (F), Francesco",1,n/a,Casanova,Unknown,,,,,9.25,18,166.5,,0,squ_rect,166.5,toile,t,canvas,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1764-74b,R1764,74,0.147410359,R,1764,I,D/FL,D/FL,1,4.605170186,100.0,1,"(2) Petite Chasse aux Canards, & Préparatifs pour la pêche, gravés par N. Dufour: ces deux Estampes qui se vendent chez la Veuve de F. Chereau, sont gravées d'après les deux tableaux qui sont sous ce Numéro","Casanova (F), Francesco",1,n/a,Casanova,Unknown,,,,,9.25,18,166.5,,0,squ_rect,166.5,toile,t,canvas,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1764-75a,R1764,75,0.14940239,R,1764,I,D/FL,D/FL,1,4.388257184,80.5,1,"(2) Deux Tableaux, dont un a été gravé par J. Moyreau; l'Estampe a pour titre, l'Escorte d'Equipage","Casanova (F), Francesco",1,n/a,Casanova,"Rémond, Georges-Alexis-Bertrand",C,C,0,,12,19,228,,0,squ_rect,228,toile,t,canvas,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1764-75b,R1764,75,0.14940239,R,1764,I,D/FL,D/FL,1,4.388257184,80.5,1,"(2) Deux Tableaux, dont un a été gravé par J. Moyreau; l'Estampe a pour titre, l'Escorte d'Equipage","Casanova (F), Francesco",1,n/a,Casanova,"Rémond, Georges-Alexis-Bertrand",C,C,0,,12,19,228,,0,squ_rect,228,toile,t,canvas,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1764-76,R1764,76,0.151394422,R,1764,D/FL,D/FL,D/FL,0,3.610917913,37.0,1,"Une Femme debout, tenant un Ballet sur lequel elle semble se reposer: le fond de ce tableau est une cuisine où se voient différens ustensiles.","Krause (A), Antoine",0,n/a,Antoine Krause,"Basan, Pierre-François",D,D,0,,14.25,10.5,149.625,,0,squ_rect,149.625,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
R1764-77a,R1764,77,0.153386454,R,1764,D/FL,D/FL,D/FL,0,3.198673118,24.5,1,(2) Une Marchande de Carpes & une de Creuset,"Krause (A), Antoine",0,n/a,Antoine Krause,Vaurio,U,U,0,,17,13.6,231.2,,0,squ_rect,231.2,toile,t,canvas,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-77b,R1764,77,0.153386454,R,1764,D/FL,D/FL,D/FL,0,3.198673118,24.5,1,(2) Une Marchande de Carpes & une de Creuset,"Krause (A), Antoine",0,n/a,Antoine Krause,Vaurio,U,U,0,,17,13.6,231.2,,0,squ_rect,231.2,toile,t,canvas,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-78,R1764,78,0.155378486,R,1764,F,F,F,0,1.791759469,6.0,1,Le Buste d'une Sainte,"Fréminet, Martin",0,n/a,Martin Freminet,Unknown,,,,,16,11,176,,0,oval,176,bois,b,wood,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-79,R1764,79,0.157370518,R,1764,F,F,F,0,2.708050201,15.0,1,"La Madeleine dans sa Pénitence, elle est à mi-corps; la Tête de profil: un Rocher & un Ciel servent de fond à ce tableau, qui est un des plus fins de ce Maître","Vouet, Simon",0,n/a,Simon Vouet,"Langeac, marquis de",C,C,0,,6.5,5,32.5,,0,squ_rect,32.5,cuivre,c,copper,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-80,R1764,80,0.15936255,R,1764,F,F,F,0,3.401197382,30.0,1,S. François soutenu sur des Nuées; des Anges ,"Vouet, Simon",0,n/a,Simon Vouet,"La Rochefoucault, duc de",C,C,0,,14.75,11.5,169.625,,0,squ_rect,169.625,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R1764-81,R1764,81,0.161354582,R,1764,F,F,F,0,3.218875825,25.0,1,"Un sujet emblématique, composé de quatre figures; on y remarque le Tems qui enleve la Vérité, dont l'Erreur a pris la place, représentée par une femme ailée, qui porte un masque sur la tête","Vouet, Simon",0,n/a,Simon Vouet,"Rémy, Pierre",E,E,0,,32,48,1536,,0,squ_rect,1536,toile,t,canvas,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R1764-82,R1764,82,0.163346614,R,1764,F,F,F,0,4.836281907,126.0,1,"Un Paysage & des Bâtimens; les arbres sont agités par un vent impétueux; le tonnere, qui tombe, effraie les figures qui y sont peintes, dont deux se voient sur un chariot tiré par deux boeufs, qui tombent sur les jambes de devant.","Poussin, Nicolas",0,n/a,Nicolas Poussin,"Rémy, Pierre",E,E,0,,35,48,1680,,0,squ_rect,1680,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-83,R1764,83,0.165338645,R,1764,F,F,F,0,4.276666119,72.0,1,"Notre Seigneur descendu de la croix, accompagné de deux Anges, dont un lui tient la main droite","Poussin, Nicolas",0,n/a,Nicolas Poussin,"Marcenay, de",U,U,0,,13.25,10,132.5,,0,octagon,132.5,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-84,R1764,84,0.167330677,R,1764,F,F,F,0,2.48490665,12.0,1,Le Portrait de Nicolas Poussin,"Poussin, Nicolas",0,n/a,Nicolas Poussin,"Rémy, Pierre",E,E,0,,18,14.5,261,,0,squ_rect,261,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R1764-85,R1764,85,0.169322709,R,1764,F,F,F,0,3.931825633,51.0,1,L'Ange annoncant à la Vierge qu'elle enfantera le Sauveur. ,"Blanchard (Ja), Jacques",0,n/a,Jacques Blanchard,"Rémond, Georges-Alexis-Bertrand",C,C,0,,13.5,16,216,,0,oval,216,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-87,R1764,87,0.173306773,R,1764,F,F,F,0,3.828641396,46.0,1,Danaé recevant la pluie d'o,"Blanchard (Ja), Jacques",0,n/a,Jacques Blanchard,Vaurio,U,U,0,,34,46,1564,,0,squ_rect,1564,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-88,R1764,88,0.175298805,R,1764,F,F,F,0,3.663561646,39.0,1,"Un Sacrifice à la Tonne, peint à l'imitation d'u Bas-relief de marbre.","Le Sueur, Eustache",0,n/a,Eustache le Sueur,"Rémy, Pierre",E,E,0,,40,31,1240,,0,squ_rect,1240,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-89,R1764,89,0.177290837,R,1764,F,F,F,0,2.564949357,13.0,1,"St Mathieu; cet apôtre est vu de profil & à mi-corps, la tête tournée de trois quarts; il tient un livre.","Champaigne, Philippe de",0,n/a,Philippe Champagne,"La Rochefoucault, duc de",C,C,0,,12,9.5,114,,0,squ_rect,114,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-90,R1764,90,0.179282869,R,1764,F,F,F,0,3.433987204,31.0,1,"L'Enfant Jesus assis sur les genoux de la Vierge, il semble vouloir aller caresser une Colombe que tient le petit St. Jean.","Bourdon, Sébastien",0,n/a,Sébastien Bourdon,Unknown,,,,,11.75,9,105.75,,0,squ_rect,105.75,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-91,R1764,91,0.1812749,R,1764,F,F,F,0,2.772588722,16.0,1,Notre Seigneur rendant la parole à un muet,"Bourdon, Sébastien",0,n/a,Sébastien Bourdon,"Langeac, marquis de",C,C,0,,16.5,23,379.5,,0,squ_rect,379.5,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-92,R1764,92,0.183266932,R,1764,F,F,F,0,3.17805383,24.0,1,"Le Crucifiement de St. Pierre, Esquisse du beau tableau qui est dans l'Eglise Notre Dame, à Paris","Bourdon, Sébastien",0,n/a,Sébastien Bourdon,Neveu,U,U,0,,13,9,117,,0,squ_rect,117,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-93,R1764,93,0.185258964,R,1764,F,F,F,0,3.401197382,30.0,1,"Un Pape ressuscitant un homme qui est dans un cercueil, beaucoup de spectateurs paroissent étonnés, d'autres se prosternent","Bourdon, Sébastien",0,n/a,Sébastien Bourdon,Aliamette,U,U,0,,19.5,14,273,,0,squ_rect,273,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-94,R1764,94,0.187250996,R,1764,F,F,F,0,4.204692619,67.0,1,"Un jeune Garcon assis sur un Ane, deux Femmes & un Homme le suivent, ils paroissent sortir d'un Village","Bourdon, Sébastien",0,n/a,Sébastien Bourdon,"Langeac, marquis de",C,C,0,,14.5,18,261,,0,squ_rect,261,bois,b,wood,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-95,R1764,95,0.189243028,R,1764,F,F,F,0,5.075173815,160.0,1,"Pan & Sirinx, que l'Amour armé de son flambeau retient par sa robe, le Fleuve Ladon la recoit dans ses bras, deux Nayades la regardent.","Mignard (P), Pierre",0,n/a,Pierre Mignard,"Langeac, marquis de",C,C,0,,27,36,972,,0,squ_rect,972,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-96,R1764,96,0.19123506,R,1764,F,F,F,0,5.017279837,151.0,1,"Une Compagnie de Cavalerie en marche, sur un terrein un peu élevé; dans l'éloignement, vers la gauche, on appercoit une Bataille.","Courtois (Il Borgognone), Jacques",0,n/a,"Jacques Courtois, dit le Bourguignon","Rémy, Pierre",E,E,0,,13.5,20.75,280.125,,0,squ_rect,280.125,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-97,R1764,97,0.193227092,R,1764,F,F,F,0,4.394449155,81.0,1,"Un joli Bouquet composé de différentes fleurs, peintes avec beaucoup d'esprit & d'intelligence","Monnoyer (JB), Jean-Baptiste",0,n/a,Baptiste Monnoyer,"La Rochefoucault, duc de",C,C,0,,9.5,8,76,,0,oval,76,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R1764-98a,R1764,98,0.195219124,R,1764,F,F,F,0,3.828641396,46.0,1,"(2) Deux Vases dans lesquels sont des Oeillets, Grenades, Roses blanches, Pavots, autres Fleurs","Monnoyer (JB), Jean-Baptiste",0,n/a,Baptiste Monnoyer,"Ménageot, Augustin",D,D,0,,16.5,13.5,222.75,,0,squ_rect,222.75,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R1764-98b,R1764,98,0.195219124,R,1764,F,F,F,0,3.828641396,46.0,1,"(2) Deux Vases dans lesquels sont des Oeillets, Grenades, Roses blanches, Pavots, autres Fleurs","Monnoyer (JB), Jean-Baptiste",0,n/a,Baptiste Monnoyer,"Ménageot, Augustin",D,D,0,,16.5,13.5,222.75,,0,squ_rect,222.75,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R1764-99,R1764,99,0.197211155,R,1764,F,F,F,0,1.791759469,6.0,1,"Le Portrait de Montaigne à mi-corps, tenant un livre; il est enveloppé d'un manteau d'écarlate.","Vivien, Joseph",0,n/a,Joseph Vivien,"Rémy, Pierre",E,E,0,,32,26,832,,0,oval,832,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R1764-100,R1764,100,0.199203187,R,1764,F,F,F,0,2.63905733,14.0,1,Un Paysage avec figures,"Forest, Jean-Baptiste",0,n/a,Jean-Baptiste Forest,Duquesne,U,U,0,,22,18,396,,0,squ_rect,396,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-101,R1764,101,0.201195219,R,1764,F,F,F,0,3.17805383,24.0,1,"La Ste. Vierge à mi-corps, tenant l'Enfant Jesus debout entre ses bras..","La Fosse, Charles de",0,n/a,Charles de la Fosse,Unknown,,,,,12,9.5,114,,0,oval,114,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-102,R1764,102,0.203187251,R,1764,F,F,F,0,1.098612289,3.0,1,"Saint Mathieu posé sur des nuées, un Ange tient un livre","La Fosse, Charles de",0,n/a,Charles de la Fosse,Unknown,,,,,12.25,9.25,113.3125,,0,squ_rect,113.3125,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-103,R1764,103,0.205179283,R,1764,F,F,F,0,4.276666119,72.0,1,"Une Femme à mi-corps, tenant un tournesol; des arbres servent de fond à ce tableau, qui est du bon tems de ce Maître","Colombel, Nicolas",0,n/a,Nicolas Colombel,Berthé,U,U,0,,31,24,744,,0,squ_rect,744,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
R1764-104,R1764,104,0.207171315,R,1764,F,F,F,0,2.63905733,14.0,1,Un riche Paysage avec des Batimens & Edifices à la Romaine,"Millet (F), Francisque",0,n/a,Francisque Milé,Vaurio,U,U,0,,11,17,187,,0,squ_rect,187,,,,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-105,R1764,105,0.209163347,R,1764,F,F,F,0,5.049856007,156.0,1,"L'Enfant Jesus, méditant sur la Croix","Troy (F), François",0,n/a,François de Troy,"La Rochefoucault, duc de",C,C,0,,29,24,696,,0,squ_rect,696,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-106,R1764,106,0.211155378,R,1764,F,F,F,0,3.044522438,21.0,1,"Un Mézetin, dont on trouve l'Estampe qui a été gravée par Vermeulen","Troy (F), François",0,n/a,François de Troy,"Blondel de Gagny, Augustin",C,C,0,,17,13,221,,0,squ_rect,221,bois,b,wood,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-107,R1764,107,0.21314741,R,1764,F,F,F,0,6.214608098,500.0,1,"Sirinx dans les bras du Fleuve Ladon, qui regarde Pan embarrassé dans des roseaux","Troy (JF), Jean-François de",0,n/a,J.B. François de Troy,Unknown,,,,,33,27,891,,0,squ_rect,891,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-108,R1764,108,0.215139442,R,1764,F,F,F,0,3.988984047,54.0,1,Diane au Bain avec deux de ses Nymphes,"Troy (JF), Jean-François de",0,n/a,J.B. François de Troy,Horion,D,D,0,,20,24,480,,0,squ_rect,480,toile,t,canvas,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-109,R1764,109,0.217131474,R,1764,F,F,F,0,3.688879454,40.0,1,Un Retour de Chasse peint en 1737,"Troy (JF), Jean-François de",0,n/a,J.B. François de Troy,"Rémy, Pierre",E,E,0,,20,15.5,310,,0,squ_rect,310,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R1764-110,R1764,110,0.219123506,R,1764,F,F,F,0,2.302585093,10.0,1,Une Bataille,"Parrocel (J), Joseph",0,n/a,Joseph Parossel,"d'Arcy, Chevalier Patrick",C,C,0,,15,25,375,,0,squ_rect,375,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-111,R1764,111,0.221115538,R,1764,F,F,F,0,2.48490665,12.0,1,Un petit Savoyard ayant une selle sur son dos,"Watteau (A), Antoine",0,n/a,Antoine Watteau,"Raffe, abbé",C,C,0,,8,6,48,,0,squ_rect,48,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-112,R1764,112,0.22310757,R,1764,F,F,F,0,5.525452939,251.0,1,Un Lievre & un Faisan liés avec une corde qui tient à un clou à crochet; une Perdrix rouge est au bas,"Oudry, Jean-Baptiste",0,n/a,Jean Baptiste Oudry,"Langeac, marquis de",C,C,0,,36,24,864,,0,squ_rect,864,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
R1764-114,R1764,114,0.227091633,R,1764,F,F,F,0,3.688879454,40.0,1,Le Portrait de Grimou,"Grimou, Alexis",0,n/a,Jean Grimou,"d'Arcy, Chevalier Patrick",C,C,0,,33,26,858,,0,squ_rect,858,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R1764-115,R1764,115,0.229083665,R,1764,F,F,F,0,5.075173815,160.0,1,Joseph fuyant la Femme de Putiphar,"Nattier (JB), Jean-Baptiste",0,n/a,Jean-Baptiste Nattier,Zuinque,U,U,0,,27,33,891,,0,squ_rect,891,toile,t,canvas,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-116a,R1764,116,0.231075697,R,1764,F,F,F,0,3.688879454,40.0,1,"(2) Deux Femmes à mi-corps l'une représente l'Histoire, & l'autre la Poésie","Bertin, Nicolas",0,n/a,Nicolas Bertin,"Langeac, marquis de",C,C,0,,27,36,972,,0,squ_rect,972,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
