name,country,parent,total,dems,repubs,year
Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,59750,23500,36250,2012
Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,59000,31000,28000,2012
Greyhound Lines (FirstGroup PLC),UK,FirstGroup PLC,14500,9500,5000,2012
Grifols Inc,Spain,Grifols SA,40000,28000,12000,2012
Gtech Corp,Italy,B&D Holding Di Marco Drago e C Sapa,16500,15500,1000,2012
Halcrow Inc (CH2M HILL),UK,Halcrow Holdings,0,0,0,2012
Heineken USA,Netherlands,L'Arche Green NV,33500,15000,18500,2012
Henkel Corp,Germany,Henkel KGaA,6000,4000,2000,2012
Herbalife International,UK,Herbalife Ltd,66971,28493,38478,2012
Hill & Knowlton Strategies (WPP Group),UK,WPP Group,2000,2000,0,2012
Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,54500,28000,26500,2012
Holcim US,Switzerland,Holcim Ltd,74000,32000,42000,2012
HSBC North America (HSBC Holdings),UK,HSBC Holdings,239500,108500,131000,2012
HSBC North America/Michigan (HSBC Holdings),UK,HSBC Holdings,0,0,0,2012
Iberdrola Renewables (Iberdrola SA),Spain,Iberdrola SA,45500,29000,15500,2012
Iberdrola USA (Iberdrola SA),Spain,Iberdrola SA,10000,6000,0,2012
Infineon Technologies,Germany,Infineon Technologies AG,1000,500,500,2012
ING Americas (ING Group),Netherlands,ING Group,125500,67000,57500,2012
Ingersoll-Rand,Ireland,Ingersoll Rand Co,26000,10500,15500,2012
Intelsat Holdings (Serafina SA),Luxembourg,Intelsat SA,70442,29750,40692,2012
Intergraph Corp,Sweden,Hexagon AB,2000,0,2000,2012
International Power America,UK,International Power,0,0,0,2012
International Securities Exchange,Germany,Deutsche Boerse,49250,29000,20250,2012
Jackson National Life Insurance,UK,Prudential PLC,171679,30500,141179,2012
JBS USA,Brazil,JBS SA,115000,20000,95000,2012
Jeld-Wen Inc (Onex Corp),Canada,Onex Corp,7750,3250,4500,2012
John Hancock Life Insurance,Canada,Manulife Financial,136000,66000,70000,2012
Kawasaki Motors Corp USA,Japan,Kawasaki Heavy Industries,0,0,0,2012
LaFarge North America,France,Lafarge SA,79500,25000,54500,2012
Learjet Inc (Bombardier Inc),Canada,Bombardier Inc,8000,3000,5000,2012
Lehigh Hanson,Germany,HeidelbergCement AG,22500,3500,19000,2012
Linde North America,Germany,Linde AG,55000,26000,29000,2012
Louis Dreyfus Commodities (Louis Dreyfus Group),Netherlands,Louis Dreyfus Holding B.V.,46500,4000,42500,2012
Louis Dreyfus Group (Louis Dreyfus Group),Netherlands,Louis Dreyfus Holding B.V.,0,0,0,2012
Lundbeck Inc,Denmark,H Lundbeck A/S,0,0,0,2012
Maersk Inc (AP Moller-Maersk),Denmark,AP Møller-Mærsk,139500,54500,85000,2012
Magna Holdings of America,Canada,Magna International,1758,1758,0,2012
Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,26000,0,26000,2012
Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,27500,14000,13500,2012
MBDA Inc,UK,MBDA,7000,1000,6000,2012
McDermott International (McDermott International),Panama,McDermott International,49500,3500,46000,2012
Medimmune Inc (AstraZeneca PLC),UK,AstraZeneca PLC,76500,40000,36500,2012
Metro-Goldwyn-Mayer (Sony Corp),Japan,Sony Corp,0,0,0,2012
Millennium Pharmaceuticals (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,19000,10500,8500,2012
MillerCoors LLC,UK,SABMiller PLC,215000,45500,169500,2012
Miraca Life Sciences,Japan,Miraca Holdings,0,0,0,2012
MorphoTrust USA (Safran SA),France,Safran SA,0,0,0,2012
Munich American Reassurance,Germany,Munich Re Group,0,0,0,2012
Nammo Talley Inc,Norway,Nammo AS,4000,3500,500,2012
National Cement Co,France,Vicat Group,2500,0,2500,2012
National Grid USA (National Grid plc),UK,National Grid plc,0,0,0,2012
National Grid USA (National Grid plc),UK,National Grid plc,113400,81900,31500,2012
Natixis Global Asset Management,France,Groupe BPCE,0,0,0,2012
Nestle Purina PetCare (Nestle SA),Switzerland,Nestle,22500,4750,17750,2012
Nestle Waters North America (Nestle SA),Switzerland,Nestle,22000,19000,3000,2012
Nomura Holding America,Japan,Nomura Holdings,65500,24500,41000,2012
Novartis Corp (Novartis AG),Switzerland,Novartis AG,330200,130500,199700,2012
Novo Nordisk,Denmark,Novo Nordisk A/S,232042,118648,112394,2012
Oldcastle Materials,Ireland,CRH PLC,207500,86000,116500,2012
Parsons Brinckerhoff,UK,Balfour Beatty,162500,115750,46750,2012
Pernod Ricard USA,France,Pernod Ricard SA,3000,0,3000,2012
Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,4750,2000,2750,2012
Pharmavite LLC,Japan,Otsuka Pharmaceutical,75500,35000,40500,2012
Philips Electronics North America (Philips Electronics),Netherlands,Philips Electronics,125704,24394,100310,2012
Philips Medical Systems (Philips Electronics),Netherlands,Philips Electronics,0,0,0,2012
PotashCorp,Canada,Potash Corporation of Saskatchewan,26000,15000,11000,2012
Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,31212,8500,22712,2012
QinetiQ North America (Qinetiq Group),UK,QinetiQ Group,32000,12000,20000,2012
RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,0,0,0,2012
RBC Centura Banks (Royal Bank of Canada),Canada,Royal Bank of Canada,0,0,0,2012
Reebok International,Germany,adidas AG,0,0,0,2012
Reed Elsevier Inc,UK,Reed Elsevier Group,103500,54000,49500,2012
Renewable Energy Systems Americas,UK,Renewable Energy Systems,31750,17750,14000,2012
Renre North America Inc,UK,RenaissanceRe Holdings,0,0,0,2012
Research In Motion,Canada,Research in Motion,3500,1000,2500,2012
Rio Tinto America,UK,Rio Tinto Group,28000,7500,20500,2012
Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,272250,73500,198750,2012
Royal Ten Cate USA,Netherlands,Koninklijke Ten Cate,10250,3000,7250,2012
Safelite Group,Belgium,D'Ieteren SA,0,0,0,2012
Safran USA (Safran SA),France,Le Groupe Safran,11250,2500,8750,2012
Sanofi US (Sanofi),France,Sanofi,125500,59000,66500,2012
Sanofi-Pasteur Inc (Sanofi),France,Sanofi,91000,34500,56500,2012
Santander Bank (Banco Santander),Spain,Banco Santander,0,0,0,2012
SAP America,Germany,SAP Aktiengesellschaft,90500,35500,55000,2012
Schaeffler Group USA,Germany,Schaeffler Group,1000,0,1000,2012
Securitas Security Services USA,Sweden,Securitas AB,16250,1000,15250,2012
Serco Inc,UK,Serco Group,141400,49000,92400,2012
SES Americom,Luxembourg,SES Global,0,0,0,2012
Shell Oil,Netherlands,Royal Dutch-Shell Group,27000,2500,24500,2012
Shire Pharmaceuticals (Shire Plc),UK,Shire Plc,0,0,0,2012
Siemens Corp,Germany,Siemens AG,290000,138500,151500,2012
Smith & Nephew,UK,Smith & Nephew Plc,26000,10000,16000,2012
Smiths Group Services Corp,UK,Smiths Group PLC,62250,16500,47750,2012
Sodexo Inc,France,Sodexo,33000,26000,7000,2012
Solvay America,Belgium,Solvay SA,0,0,0,2012
SonoSite Inc,Japan,FujiFilm,1750,750,1000,2012
Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,221248,116248,105000,2012
Space Systems/Loral,UK,Loral Space & Communications,11000,4000,7000,2012
Spirit Aerosystems (Onex Corp),Canada,Onex Corp,31500,3000,28500,2012
Sprint Corp (Sprint Nextel),Japan,Softbank Corp,312306,151500,160806,2012
SSAB Americas,Sweden,SSAB AB,10500,2000,8500,2012
StandardAero,United Arab Emirates,Dubai Aerospace Enterprise,24000,6000,18000,2012
Sun Life Assurance of Canada (Sun Life Financial),Canada,Sun Life Financial,5000,1000,4000,2012
Sunovion Pharmaceuticals,Japan,Sumitomo Chemical,32000,13000,19000,2012
Sunpower Corp,France,Total SA,20500,12000,7500,2012
Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,54509,15500,39009,2012
Swiss Re America,Switzerland,Swiss Re,20000,10500,9500,2012
Syngenta Corp,Switzerland,Syngenta AG,255000,90500,164500,2012
T-Mobile USA,Germany,Deutsche Telekom AG,473500,198500,275000,2012
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,67000,33500,33500,2012
Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,19250,3250,16000,2012
TD Bank USA,Canada,Toronto-Dominion Bank,38500,18500,17500,2012
TE Connectivity,Switzerland,TE Connectivity,62000,11500,50500,2012
Terumo BCT,Japan,Terumo Corp,1000,1000,0,2012
Teva Pharmaceuticals USA (Teva Pharmaceutical Industries),Israel,Teva Pharmaceutical Industries,204500,94500,110000,2012
TransAmerica,Netherlands,Aegon NV,237000,107500,129500,2012
Transcanada USA Services,Canada,TransCanada Corp,0,0,0,2012
Travelport Inc (Blackstone Group),UK,Travelport Ltd,2000,1000,1000,2012
Tronox Inc,Australia,Tronox Ltd,500,0,500,2012
Tyco International,Ireland,Tyco International,360742,120000,240742,2012
UBS Americas,Switzerland,UBS AG,861500,461500,400000,2012
Ultra Electronics Prologic,UK,Ultra Electronics,0,0,0,2012
UnionBanCal Corp,Japan,Bank of Tokyo,23000,10500,12500,2012
United Water,France,SUEZ Environnement,27000,25500,1500,2012
Universal Music Group (Vivendi),France,Vivendi,95251,48500,46751,2012
VT Halter Marine,Singapore,ST Engineering,5000,0,5000,2012
Watson Pharmaceuticals (Watson Pharmaceuticals),Switzerland,Actavis Group,7500,2500,5000,2012
Weatherford US,UK,Weatherford International,8000,0,8000,2012
Westfield Corp,Australia,Westfield Group of Australia,34353,34353,0,2012
Westinghouse Electric,Japan,Toshiba Corp,65700,29000,36700,2012
Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,128500,51500,77000,2012
Willis North America,UK,Willis Group,16500,0,16500,2012
Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,164500,73500,89000,2012
7-Eleven,Japan,Seven & I Holdings,0,0,0,2014
ABB Group,Switzerland,Asea Brown Boveri,12000,4000,7000,2014
Accenture (Accenture),Ireland,Accenture plc,435000,195500,238500,2014
ACE INA,Switzerland,ACE Ltd,213000,91000,120000,2014
Advance America Cash Advance Centers (Grupo Salinas),Mexico,Grupo Salinas,78000,3000,75000,2014
Advanced BioHealing (Shire Plc),UK,Shire Plc,6500,4000,2500,2014
Air Liquide America,France,L'Air Liquide SA,43500,18500,25000,2014
Airbus Group,Netherlands,Airbus Group,201700,41500,159200,2014
Alcatel-Lucent USA (Alcatel-Lucent),France,Alcatel-Lucent,3000,0,3000,2014
Alkermes Inc,Ireland,Alkermes Plc,58600,30900,27700,2014
Allianz of America (Allianz),Germany,Allianz AG Holding,85900,22400,62300,2014
AMG Vanadium,Netherlands,AMG Advanced Metallurgical Group,0,0,0,2014
Anheuser-Busch,Belgium,Anheuser-Busch InBev,565898,245731,317667,2014
AON Corp (AON plc),UK,AON PLC,133500,68000,65500,2014
APL Ltd,Singapore,Neptune Orient Lines Ltd,32750,20250,12500,2014
Arcadis US (Arcadis NV),Netherlands,Arcadis NV,11100,4600,6500,2014
ArcelorMittal USA,Luxembourg,ArcelorMittal,81500,32000,49500,2014
Arch Capital Group (US),UK,Arch Capital Group,5600,5600,0,2014
AREVA Inc,France,Areva Group,197550,97600,99950,2014
Arkema Inc,France,Arkema,52000,22000,30000,2014
Ashta Chemicals,Mexico,Bigshire Mexico,1000,1000,0,2014
Ashton Woods Corp,Canada,Great Gulf Group,2000,0,2000,2014
Astellas US,Japan,Astellas Pharma,143600,68100,75500,2014
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,626548,275548,347500,2014
Atkins North America,UK,WS Atkins PLC,2000,1500,500,2014
Austal USA,Australia,Austal,6000,0,6000,2014
Aviva USA,UK,Aviva PLC,0,0,0,2014
AXA Equitable Life Insurance (AXA),France,AXA,178000,79500,96500,2014
Bacardi USA,UK,Bacardi Ltd,12000,4500,7500,2014
BAE Systems (BAE Systems),UK,BAE Systems,843499,319999,517500,2014
BancWest Corp (BNP Paribas),France,BNP Paribas,19500,2000,17500,2014
Barclays Group US,UK,Barclays plc,118000,55000,63000,2014
Barrick Goldstrike Mines,Canada,Barrick Gold Corp,86000,41500,44500,2014
BASF Corp,Germany,BASF SE,388500,134000,253500,2014
Bayer Corp,Germany,Bayer AG,307500,87500,217000,2014
BBVA Compass,Spain,Banco Bilbao Vizcaya Argentaria,329975,69500,260475,2014
Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,60349,31500,28849,2014
BioFire Diagnostics (Institut Merieux),France,Institut Merieux,2500,2500,0,2014
BlackBerry,Canada,BlackBerry,9000,3000,6000,2014
Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,210600,112600,98000,2014
Bombardier Aerospace (Bombardier Inc),Canada,Bombardier Inc,14000,5500,8500,2014
Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,2000,2000,0,2014
BP,UK,BP PLC,463000,138000,325000,2014
Bridgestone Americas,Japan,Bridgestone Corp,25500,3000,22500,2014
Bumble Bee Foods,UK,Lion Capital,22500,7500,15000,2014
Burson-Marsteller (WPP Group),UK,WPP Group,52500,20750,31750,2014
Buzzi Unicem USA,Italy,Buzzi Unicem SpA,3000,0,3000,2014
CalPortland Co,Japan,Taiheiyo Cement Co,52500,6500,46000,2014
Carmeuse Lime,Netherlands,LVI Holding,9500,3000,6500,2014
Case New Holland,Netherlands,CNH Global,70000,5000,65000,2014
CEMEX Inc,Mexico,CEMEX SA de CV,269450,66350,203100,2014
CGI Technologies & Solutions,Canada,Groupe CGI,34000,12000,22000,2014
Chicago Bridge & Iron,Netherlands,Chicago Bridge & Iron NV,161000,57500,103500,2014
Citizens Financial Group,UK,Royal Bank of Scotland Group,109000,55000,54000,2014
Cobham Management Services,UK,Cobham PLC,152000,72500,79500,2014
Commonwealth-Altadis,UK,Imperial Tobacco Group,65000,4000,61000,2014
Continental Automotive Systems (Continental AG),Germany,Continental AG,9500,6000,3500,2014
Cooper Industries (Eaton Corp),Ireland,Eaton Plc,0,0,0,2014
Covidien US,UK,Covidien Ltd,192500,60500,131500,2014
Credit Suisse Securities,Switzerland,Credit Suisse Group,419250,206000,213250,2014
CSL Behring,Australia,CSL Ltd,49600,12000,37600,2014
Daiichi Sankyo Inc,Japan,Daiichi Sanyko,207500,65500,140000,2014
Delphi Automotive,UK,Delphi Automotive,20000,10000,9000,2014
Deutsche Bank Securities,Germany,Deutsche Bank AG,68500,6500,62000,2014
DHL (Deutsche Post AG),Germany,Deutsche Post AG,0,0,0,2014
Diageo North America (Diageo PLC),UK,Diageo PLC,113784,57477,56307,2014
Direct Energy Inc,UK,Centrica Plc,0,0,0,2014
DRS Technologies,Italy,Finmeccanica SpA,326700,125600,201100,2014
E2v Aerospace & Defense,UK,E2v Technologies PLC,500,500,0,2014
Eaton Corp (Eaton Corp),Ireland,Eaton Plc,51900,8500,43400,2014
EDF Renewable Energy,France,EDF Group,24250,16750,7500,2014
EDP Renewables NA,Portugal,EDP Renovaveis,11300,7800,3500,2014
Eisai Inc,Japan,Eisai Co Ltd,64160,24160,40000,2014
Elbit Systems of America,Israel,Elbit Systems Ltd,49000,12500,36500,2014
Elekta Inc (Elekta AB),Sweden,Elekta AB,0,0,0,2014
Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,20500,3000,17500,2014
EMD Serono Inc,Germany,Merck KGaA,101500,65000,41500,2014
EnCana Oil & Gas USA,Canada,EnCana Corp,24500,4000,20500,2014
Endo Pharmaceuticals,Ireland,Endo International,133500,33500,100000,2014
Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,3500,0,3500,2014
Essroc Corp,Italy,Italcementi Group,1500,1500,0,2014
Experian,UK,Experian plc,445100,161600,282500,2014
Farmers Group (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,303700,83500,219200,2014
First Hawaiian Bank (BNP Paribas),France,BNP Paribas,11250,10750,500,2014
Food Lion,Belgium,Delhaize Group,10200,5200,5000,2014
Foster Wheeler,Switzerland,Foster Wheeler PLC,0,0,0,2014
Fresenius Medical Care North America,Germany,Fresenius Medical Care,198000,91000,107000,2014
G4S Secure Solutions,UK,G4S plc,17500,5000,12500,2014
Gavilon Agriculture Investment,Japan,Marubeni Corp,12000,4000,8000,2014
GDF Suez Energy North America,France,GDF SUEZ,46000,18000,28000,2014
Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,306500,180500,123500,2014
General Cigar Co,Sweden,Scandinavian Tobacco Group,12000,6500,5500,2014
Gerdau Ameristeel Corp,Brazil,Gerdau,0,0,0,2014
GKN Corp,UK,GKN PLC,6000,3000,3000,2014
Glanbia Foods,Ireland,Glanbia PLC,4500,0,4500,2014
GlaxoSmithKline,UK,GlaxoSmithKline,440000,174500,263500,2014
Glover Park Group (WPP Group),UK,WPP Group,139800,91300,48450,2014
Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,59250,21250,38000,2014
Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,36500,19000,17500,2014
Greyhound Lines,UK,FirstGroup PLC,16500,6500,10000,2014
Grifols Inc,Spain,Grifols SA,83000,48000,33000,2014
Gtech Corp,Italy,B&D Holding Di Marco Drago e C Sapa,21200,17600,3600,2014
Heineken USA,Netherlands,L'Arche Green NV,27840,18340,9500,2014
Henkel Corp,Germany,Henkel KGaA,6000,4000,2000,2014
Herbalife International,UK,Herbalife Ltd,146700,88100,58600,2014
Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,-2000,-4000,2000,2014
Holcim US,Switzerland,Holcim Ltd,76100,22000,54100,2014
HSBC North America,UK,HSBC Holdings,176000,83500,92500,2014
Iberdrola Renewables (Iberdrola SA),Spain,Iberdrola SA,21000,17500,3500,2014
Iberdrola USA (Iberdrola SA),Spain,Iberdrola SA,102500,73000,29500,2014
ICAP North America,UK,ICAP plc,0,0,0,2014
Infineon Technologies,Germany,Infineon Technologies AG,250,250,0,2014
Ingersoll-Rand,Ireland,Ingersoll Rand Co,44500,15500,29000,2014
Intelsat Holdings (Serafina SA),Luxembourg,Intelsat SA,45000,22500,20000,2014
Intergraph Corp,Sweden,Hexagon AB,2000,0,2000,2014
International Securities Exchange,Germany,Deutsche Boerse,68000,41500,26500,2014
Jackson National Life Insurance,UK,Prudential PLC,159460,40000,115960,2014
JBS USA,Brazil,JBS SA,142500,14000,128500,2014
Jeld-Wen Inc (Onex Corp),Canada,Onex Corp,9600,2000,7600,2014
John Hancock Life Insurance,Canada,Manulife Financial,109000,52500,56500,2014
Kawasaki Heavy Industries,Japan,Kawasaki Heavy Industries,0,0,0,2014
LaFarge North America,France,Lafarge SA,40500,17000,23500,2014
Lehigh Hanson,Germany,HeidelbergCement AG,58500,7500,51000,2014
Linde North America,Germany,Linde AG,102350,33500,68850,2014
Louis Dreyfus Commodities,Netherlands,Louis Dreyfus Holding B.V.,45700,2000,43700,2014
Lundbeck Inc,Denmark,H Lundbeck A/S,14500,8500,6000,2014
M-E Companies,Canada,IBI Group,500,0,500,2014
Maersk Inc (AP Moller-Maersk),Denmark,AP Møller-Mærsk,109100,44600,66500,2014
Magna US,Canada,Magna International,1000,1000,0,2014
Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,0,0,0,2014
Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,22250,3750,18500,2014
Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,25500,9500,15000,2014
MBDA Inc,UK,MBDA,16400,0,16400,2014
McDermott International (McDermott International),Panama,McDermott International,26600,2000,24600,2014
Medimmune Inc (AstraZeneca PLC),UK,AstraZeneca PLC,6000,3500,2500,2014
Millennium Pharmaceuticals (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,8200,3700,4500,2014
MillerCoors LLC,UK,SABMiller PLC,190500,48000,142500,2014
Miraca Life Sciences,Japan,Miraca Holdings,29500,13500,16000,2014
Mitsubishi Hitachi Power Systems,Japan,Mitsubishi Hitachi Power Systems,1000,0,1000,2014
Morpho Detection (Safran SA),France,Safran SA,7000,3000,4000,2014
MorphoTrust USA (Safran SA),France,Safran SA,20000,12000,8000,2014
Munich American Reassurance,Germany,Munich Re Group,0,0,0,2014
Nammo Talley Inc,Norway,Nammo AS,12250,3250,9000,2014
National Cement Co,France,Vicat Group,3000,0,3000,2014
National Grid USA (National Grid plc),UK,National Grid plc,99850,70350,28500,2014
Natixis Global Asset Management,France,Groupe BPCE,11100,5000,6100,2014
Nestle Purina PetCare (Nestle SA),Switzerland,Nestle,38000,8000,30000,2014
Nestle Waters North America (Nestle SA),Switzerland,Nestle,17500,8000,9500,2014
Nomura Holding America,Japan,Nomura Holdings,88000,46500,41500,2014
Novartis Corp (Novartis AG),Switzerland,Novartis AG,326250,172000,153250,2014
Novo Nordisk,Denmark,Novo Nordisk A/S,407938,196090,211848,2014
Novocure Inc,UK,Novocure,28600,10400,18200,2014
Oldcastle Materials,Ireland,CRH PLC,326500,136500,189500,2014
Otsuka America (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,0,0,0,2014
Parsons Brinckerhoff,UK,Balfour Beatty,143200,96450,46750,2014
Pernod Ricard USA,France,Pernod Ricard SA,17775,9000,8775,2014
Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,5750,3250,2500,2014
Pharmavite LLC (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,57500,25000,32500,2014
Philips Electronics North America (Philips Electronics),Netherlands,Philips Electronics,91300,34550,56750,2014
Philips Medical Systems (Philips Electronics),Netherlands,Philips Electronics,0,0,0,2014
PotashCorp,Canada,Potash Corporation of Saskatchewan,19500,2000,17500,2014
Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,30823,4600,26223,2014
RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,21200,9000,12200,2014
Reed Elsevier Inc,UK,Reed Elsevier Group,68100,32000,36100,2014
Renewable Energy Systems Americas,UK,Renewable Energy Systems,31500,23500,8000,2014
Resolute Forest Products,Canada,Resolute Forest Products,48000,7500,40500,2014
Rio Tinto America,UK,Rio Tinto Group,18500,6000,11500,2014
Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,238000,67000,171000,2014
Royal Ten Cate USA,Netherlands,Koninklijke Ten Cate,21500,7500,14000,2014
Safelite Group,Belgium,D'Ieteren SA,1000,0,1000,2014
Sanofi Genzyme (Sanofi),France,Sanofi,7000,6000,1000,2014
Sanofi US (Sanofi),France,Sanofi,442775,168000,272775,2014
Sanofi-Pasteur Inc (Sanofi),France,Sanofi,110500,22000,88500,2014
Santander Bank (Banco Santander),Spain,Banco Santander,0,0,0,2014
SAP America,Germany,SAP Aktiengesellschaft,117600,76100,41500,2014
Securitas Security Services USA,Sweden,Securitas AB,10800,1300,9500,2014
Serco Inc,UK,Serco Group,138600,43100,89500,2014
Shell Oil,Netherlands,Royal Dutch-Shell Group,97100,23100,74000,2014
Siemens Corp,Germany,Siemens AG,291900,130400,159500,2014
Smith & Nephew,UK,Smith & Nephew Plc,57500,16000,41500,2014
Smithfield Foods,China,WH Group,100700,33000,67700,2014
Smiths Group Services Corp,UK,Smiths Group PLC,107500,33500,74000,2014
Sodexo Inc,France,Sodexo,9000,8000,1000,2014
Solvay America,Belgium,Solvay SA,21500,10500,11000,2014
SonoSite Inc,Japan,FujiFilm,0,0,0,2014
Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,233498,141998,88000,2014
Space Systems/Loral,Canada,Maxar Tecxhnologies,10000,6000,4000,2014
Sprint Corp (SoftBank Corp),Japan,Softbank Corp,306000,133500,169500,2014
SSAB Americas,Sweden,SSAB AB,15000,5000,10000,2014
StandardAero,United Arab Emirates,Dubai Aerospace Enterprise,27000,13500,13500,2014
Sunovion Pharmaceuticals,Japan,Sumitomo Chemical,20000,9000,11000,2014
Sunpower Corp,France,Total SA,11100,9100,2000,2014
Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,40600,6000,34600,2014
Swiss Re America,Switzerland,Swiss Re,15500,4500,11000,2014
Syngenta Corp,Switzerland,Syngenta AG,85750,16250,69500,2014
T-Mobile USA,Germany,Deutsche Telekom AG,368500,213500,152000,2014
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,104000,53000,51000,2014
Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,21600,2000,19600,2014
TD Bank USA,Canada,Toronto-Dominion Bank,95250,44750,50500,2014
TE Connectivity,Switzerland,TE Connectivity,111000,25000,86000,2014
Terumo BCT,Japan,Terumo Corp,0,0,0,2014
Teva Pharmaceuticals USA,Israel,Teva Pharmaceutical Industries,163500,53500,115000,2014
Toyota Motor North America,Japan,Toyota Motor Corp,284000,124000,160000,2014
TracFone Wireless,Mexico,America Movil,2000,0,2000,2014
TransAmerica,Netherlands,Aegon NV,288000,117000,171000,2014
Transcanada USA Services,Canada,TransCanada Corp,15500,2500,13000,2014
Travelport Inc,UK,Travelport Ltd,3000,0,3000,2014
Tronox Inc,Australia,Tronox Ltd,0,0,0,2014
Tyco International (Tyco International),Ireland,Tyco International,364750,130000,234750,2014
UBS Americas,Switzerland,UBS AG,1481250,670000,808750,2014
UCB Inc (UCB SA),Belgium,UCB SA,0,0,0,2014
Ultra Electronics USA,UK,Ultra Electronics,0,0,0,2014
UnionBanCal Corp,Japan,Bank of Tokyo,6500,2500,4000,2014
United Water,France,SUEZ Environnement,24100,23600,500,2014
Universal Music Group (Vivendi),France,Vivendi,89750,45250,44500,2014
VT Halter Marine,Singapore,ST Engineering,13250,750,12000,2014
Weatherford US,UK,Weatherford International,1000,0,1000,2014
Westfield Corp,Australia,Westfield Group of Australia,20155,19655,500,2014
Westinghouse Electric,Japan,Toshiba Corp,114000,26500,87500,2014
Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,64000,30000,34000,2014
Willis North America,UK,Willis Group,5500,1000,4500,2014
XL America,Ireland,XL Group PLC,0,0,0,2014
Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,188500,100000,88500,2014
7-Eleven,Japan,Seven & I Holdings,0,0,0,2016
ABB Group (ABB Group),Switzerland,Asea Brown Boveri,9500,7000,2500,2016
ABB Group (ABB Group),Switzerland,Asea Brown Boveri,14000,3000,11000,2016
Accenture (Accenture),Ireland,Accenture plc,326000,124500,201500,2016
Advance America Cash Advance Centers (Grupo Salinas),Mexico,Grupo Salinas,82050,33000,49050,2016
Air Liquide America,France,L'Air Liquide SA,35000,9500,24000,2016
Airbus Group,Netherlands,Airbus Group,167450,31500,135950,2016
Alkermes Inc,Ireland,Alkermes Plc,121700,25200,96500,2016
Allergan PLC (Allergan PLC),Ireland,Allergan PLC,152000,29000,123000,2016
Allianz of America (Allianz),Germany,Allianz AG Holding,87600,21850,65750,2016
Altice USA,Netherlands,Altice NV,62900,48900,14000,2016
AMG Vanadium,Netherlands,AMG Advanced Metallurgical Group,500,0,500,2016
Anheuser-Busch (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,575574,224500,351074,2016
AON Corp (AON plc),UK,AON PLC,127200,39500,87700,2016
APL Ltd (CMA CGM),France,CMA CGM SA,47000,23500,23500,2016
Arcadis US (Arcadis NV),Netherlands,Arcadis NV,8500,1000,7500,2016
ArcelorMittal USA,Luxembourg,ArcelorMittal,72500,29000,46500,2016
Arch Capital Group (US),UK,Arch Capital Group,5500,3000,2500,2016
AREVA Inc (AREVA Group),France,Areva Group,104250,26750,77500,2016
AREVA Inc/New Mexico (AREVA Group),France,Areva Group,0,0,0,2016
Arkema Inc,France,Arkema,65750,24750,41000,2016
